title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Medical Devices; Quality System Regulation Amendments; Correction,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or Agency) is correcting a final rule that appeared in the Federal Register on February 2, 2024. In that final rule, FDA amended the device current good manufacturing practice (CGMP) requirements of the Quality System (QS) regulation to harmonize and modernize the device CGMP. FDA is correcting an editorial error that inadvertently omitted a definition in the codified of the final rule. This action is editorial in nature and is intended to ensure the accuracy and clarity of the Agency's regulations.",89 FR 82945, 2024-23701,https://www.federalregister.gov/documents/2024/10/15/2024-23701/medical-devices-quality-system-regulation-amendments-correction,https://www.govinfo.gov/content/pkg/FR-2024-10-15/pdf/2024-23701.pdf,10/15/2024
"Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption: What You Need To Know About the Food and Drug Administration Regulation; Small Entity Compliance Guide; Availability",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, the Agency, or we) is announcing the availability of a guidance for industry entitled ""Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption: What You Need to Know About the FDA Regulation: Small Entity Compliance Guide."" We are updating the small entity compliance guide (SECG) to help small entities comply with revised requirements related to agricultural water in the ""Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption"" regulation.",89 FR 77775, 2024-21840,https://www.federalregister.gov/documents/2024/09/24/2024-21840/standards-for-the-growing-harvesting-packing-and-holding-of-produce-for-human-consumption-what-you,https://www.govinfo.gov/content/pkg/FR-2024-09-24/pdf/2024-21840.pdf,9/24/2024
Microbiology Devices; Reclassification of Cytomegalovirus Deoxyribonucleic Acid Quantitative Assay Devices Intended for Transplant Patient Management,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) is issuing a final order to reclassify cytomegalovirus (CMV) deoxyribonucleic acid (DNA) quantitative assay devices intended for transplant patient management, a postamendments class III device (product code PAB) into class II (general controls and special controls), subject to premarket notification.",89 FR 77448, 2024-21616,https://www.federalregister.gov/documents/2024/09/23/2024-21616/microbiology-devices-reclassification-of-cytomegalovirus-deoxyribonucleic-acid-quantitative-assay,https://www.govinfo.gov/content/pkg/FR-2024-09-23/pdf/2024-21616.pdf,9/23/2024
Regulatory Hearing Before the Food and Drug Administration; General Provisions; Amendments,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is issuing a direct final rule amending the Scope section of our regulation that provides for a regulatory hearing before the Agency in order to clarify when such hearings are available. We are revising the list of statutory provisions enumerated in the Scope section of the regulation by adding one statutory reference and removing a different statutory reference. The Agency is issuing these amendments directly as a final rule because we believe they are noncontroversial and FDA anticipates no significant adverse comments.",89 FR 77019, 2024-21231,https://www.federalregister.gov/documents/2024/09/20/2024-21231/regulatory-hearing-before-the-food-and-drug-administration-general-provisions-amendments,https://www.govinfo.gov/content/pkg/FR-2024-09-20/pdf/2024-21231.pdf,9/20/2024
Medical Devices; Immunology and Microbiology Devices; Classification of the Quantitative Viral Nucleic Acid Test for Transplant Patient Management,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the quantitative viral nucleic acid test for transplant patient management into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the quantitative viral nucleic acid test for transplant patient management's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 75953, 2024-21086,https://www.federalregister.gov/documents/2024/09/17/2024-21086/medical-devices-immunology-and-microbiology-devices-classification-of-the-quantitative-viral-nucleic,https://www.govinfo.gov/content/pkg/FR-2024-09-17/pdf/2024-21086.pdf,9/17/2024
Medical Devices; Clinical Chemistry and Clinical Toxicology Devices; Classification of the Clozapine Test System,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the clozapine test system into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the clozapine test system's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 75489, 2024-20895,https://www.federalregister.gov/documents/2024/09/16/2024-20895/medical-devices-clinical-chemistry-and-clinical-toxicology-devices-classification-of-the-clozapine,https://www.govinfo.gov/content/pkg/FR-2024-09-16/pdf/2024-20895.pdf,9/16/2024
Medical Devices; Immunology and Microbiology Devices; Classification of the Device To Detect or Measure Nucleic Acid From Viruses Associated With Head and Neck Cancers,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the device to detect or measure nucleic acid from viruses associated with head and neck cancers into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the device to detect or measure nucleic acid from viruses associated with head and neck cancers' classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 75491, 2024-20896,https://www.federalregister.gov/documents/2024/09/16/2024-20896/medical-devices-immunology-and-microbiology-devices-classification-of-the-device-to-detect-or,https://www.govinfo.gov/content/pkg/FR-2024-09-16/pdf/2024-20896.pdf,9/16/2024
Medical Devices; Therapeutic Devices; Classification of the Pediatric Continuous Renal Replacement Therapy System,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the pediatric continuous renal replacement therapy system into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the pediatric continuous renal replacement therapy system's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 75493, 2024-20999,https://www.federalregister.gov/documents/2024/09/16/2024-20999/medical-devices-therapeutic-devices-classification-of-the-pediatric-continuous-renal-replacement,https://www.govinfo.gov/content/pkg/FR-2024-09-16/pdf/2024-20999.pdf,9/16/2024
Enforcement Policy for Required Warnings for Cigarette Packages and Advertisements; Guidance for Industry; Availability,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, the Agency, or we) is announcing the availability of a final guidance for industry entitled ""Enforcement Policy for Required Warnings for Cigarette Packages and Advertisements."" This guidance describes FDA's enforcement policy for the final rule, ""Tobacco Products; Required Warnings for Cigarette Packages and Advertisements,"" which established new required cigarette health warnings for cigarette packages and advertisements. The guidance is intended to assist entities required to comply with the rule.",89 FR 74831, 2024-20850,https://www.federalregister.gov/documents/2024/09/13/2024-20850/enforcement-policy-for-required-warnings-for-cigarette-packages-and-advertisements-guidance-for,https://www.govinfo.gov/content/pkg/FR-2024-09-13/pdf/2024-20850.pdf,9/13/2024
Medical Devices; Immunology and Microbiology Devices; Classification of the Whole Exome Sequencing Constituent Device,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the whole exome sequencing constituent device into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the whole exome sequencing constituent device's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 73565, 2024-20550,https://www.federalregister.gov/documents/2024/09/11/2024-20550/medical-devices-immunology-and-microbiology-devices-classification-of-the-whole-exome-sequencing,https://www.govinfo.gov/content/pkg/FR-2024-09-11/pdf/2024-20550.pdf,9/11/2024
Medical Devices; Clinical Chemistry and Clinical Toxicology Devices; Classification of the Blood Collection Device for Cell-Free Nucleic Acids,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the blood collection device for cell-free nucleic acids into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the blood collection device for cell-free nucleic acids' classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices, in part by reducing regulatory burdens.",89 FR 72982, 2024-20254,https://www.federalregister.gov/documents/2024/09/09/2024-20254/medical-devices-clinical-chemistry-and-clinical-toxicology-devices-classification-of-the-blood,https://www.govinfo.gov/content/pkg/FR-2024-09-09/pdf/2024-20254.pdf,9/9/2024
Medical Devices; Gastroenterology-Urology Devices; Classification of the Endoscopic Pancreatic Debridement Device,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the endoscopic pancreatic debridement device into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the endoscopic pancreatic debridement device's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72984, 2024-20248,https://www.federalregister.gov/documents/2024/09/09/2024-20248/medical-devices-gastroenterology-urology-devices-classification-of-the-endoscopic-pancreatic,https://www.govinfo.gov/content/pkg/FR-2024-09-09/pdf/2024-20248.pdf,9/9/2024
Medical Devices; Gastroenterology-Urology Devices; Classification of the Hemodialyzer With Expanded Solute Removal Profile,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the hemodialyzer with expanded solute removal profile into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the hemodialyzer with expanded solute removal profile's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72715, 2024-20081,https://www.federalregister.gov/documents/2024/09/06/2024-20081/medical-devices-gastroenterology-urology-devices-classification-of-the-hemodialyzer-with-expanded,https://www.govinfo.gov/content/pkg/FR-2024-09-06/pdf/2024-20081.pdf,9/6/2024
Medical Devices; Hematology and Pathology Devices; Classification of the Heparin and Direct Oral Factor Xa Inhibitor Drug Test System,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the heparin and direct oral factor Xa inhibitor drug test system into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the heparin and direct oral factor Xa inhibitor drug test system's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72315, 2024-19824,https://www.federalregister.gov/documents/2024/09/05/2024-19824/medical-devices-hematology-and-pathology-devices-classification-of-the-heparin-and-direct-oral,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19824.pdf,9/5/2024
Medical Devices; Cardiovascular Devices; Classification of the Adjunctive Open Loop Fluid Therapy Recommender,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the adjunctive open loop fluid therapy recommender into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the adjunctive open loop fluid therapy recommender's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 72317, 2024-19736,https://www.federalregister.gov/documents/2024/09/05/2024-19736/medical-devices-cardiovascular-devices-classification-of-the-adjunctive-open-loop-fluid-therapy,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19736.pdf,9/5/2024
Medical Devices; Dental Devices; Classification of the Radiofrequency Toothbrush,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the radiofrequency toothbrush into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the radiofrequency toothbrush's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72320, 2024-19868,https://www.federalregister.gov/documents/2024/09/05/2024-19868/medical-devices-dental-devices-classification-of-the-radiofrequency-toothbrush,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19868.pdf,9/5/2024
Medical Devices; Ophthalmic Devices; Classification of the Hydrophilic Re-Coating Solution,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the hydrophilic re-coating solution into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the hydrophilic re-coating solution's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 72322, 2024-19882,https://www.federalregister.gov/documents/2024/09/05/2024-19882/medical-devices-ophthalmic-devices-classification-of-the-hydrophilic-re-coating-solution,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19882.pdf,9/5/2024
Food Additives Permitted in Feed and Drinking Water of Animals; Pichia Pastoris Dried Yeast,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to update the organism Pichia pastoris which has been renamed as Komagataella pastoris. Additionally, the food additive regulation is being updated to include language to clarify that the yeast is non-viable in the market formulation. This action is being taken to improve the accuracy of the regulations.",89 FR 72315, 2024-19856,https://www.federalregister.gov/documents/2024/09/05/2024-19856/food-additives-permitted-in-feed-and-drinking-water-of-animals-pichia-pastoris-dried-yeast,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19856.pdf,9/5/2024
Medical Devices; Dental Devices; Classification of the Neuromuscular Tongue Muscle Stimulator for the Reduction of Snoring and Obstructive Sleep Apnea,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the neuromuscular tongue muscle stimulator for the reduction of snoring and obstructive sleep apnea into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the neuromuscular tongue muscle stimulator for the reduction of snoring and obstructive sleep apnea's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 71153, 2024-19725,https://www.federalregister.gov/documents/2024/09/03/2024-19725/medical-devices-dental-devices-classification-of-the-neuromuscular-tongue-muscle-stimulator-for-the,https://www.govinfo.gov/content/pkg/FR-2024-09-03/pdf/2024-19725.pdf,9/3/2024
Medical Devices; Neurological Devices; Classification of the Digital Therapy Device for Attention Deficit Hyperactivity Disorder,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the digital therapy device for Attention Deficit Hyperactivity Disorder into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the digital therapy device for Attention Deficit Hyperactivity Disorder's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 71155, 2024-19720,https://www.federalregister.gov/documents/2024/09/03/2024-19720/medical-devices-neurological-devices-classification-of-the-digital-therapy-device-for-attention,https://www.govinfo.gov/content/pkg/FR-2024-09-03/pdf/2024-19720.pdf,9/3/2024
Medical Devices; Orthopedic Devices; Classification of the Intervertebral Body Graft Containment Device,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the intervertebral body graft containment device into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the intervertebral body graft containment device's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 71157, 2024-19726,https://www.federalregister.gov/documents/2024/09/03/2024-19726/medical-devices-orthopedic-devices-classification-of-the-intervertebral-body-graft-containment,https://www.govinfo.gov/content/pkg/FR-2024-09-03/pdf/2024-19726.pdf,9/3/2024
Medical Devices; Physical Medicine Devices; Classification of the External Compression Device for Internal Jugular Vein Compression,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the external compression device for internal jugular vein compression into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the external compression device for internal jugular vein compression's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 71159, 2024-19722,https://www.federalregister.gov/documents/2024/09/03/2024-19722/medical-devices-physical-medicine-devices-classification-of-the-external-compression-device-for,https://www.govinfo.gov/content/pkg/FR-2024-09-03/pdf/2024-19722.pdf,9/3/2024
Prohibition of Sale of Tobacco Products to Persons Younger Than 21 Years of Age,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration is issuing a final rule to make conforming changes as required by the Further Consolidated Appropriations Act, 2020 (Appropriations Act), which established a new Federal minimum age of sale for tobacco products. These conforming changes include increasing the minimum age of sale for cigarettes, smokeless tobacco, and covered tobacco products from 18 to 21 years of age; increasing the minimum age for age verification by means of photographic identification for cigarettes, smokeless tobacco, and covered tobacco products from under the age of 27 to under the age of 30; increasing the minimum age of individuals who may be present or permitted to enter facilities that maintain vending machines to sell cigarettes, smokeless tobacco, or covered tobacco products from 18 to 21 years of age; and increasing the minimum age of individuals who may be present or permitted to enter facilities that maintain self-service displays that sell cigarettes or smokeless tobacco from 18 to 21 years of age.",89 FR 70483, 2024-19481,https://www.federalregister.gov/documents/2024/08/30/2024-19481/prohibition-of-sale-of-tobacco-products-to-persons-younger-than-21-years-of-age,https://www.govinfo.gov/content/pkg/FR-2024-08-30/pdf/2024-19481.pdf,8/30/2024
Medical Devices and Device-Led Combination Products; Voluntary Malfunction Summary Reporting for Manufacturers,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is announcing a minor, technical modification to an alternative that permits manufacturer reporting of certain device malfunction medical device reports (MDRs) in summary form on a quarterly basis. We refer to this alternative as the ""Voluntary Malfunction Summary Reporting Program.""",89 FR 70096, 2024-19414,https://www.federalregister.gov/documents/2024/08/29/2024-19414/medical-devices-and-device-led-combination-products-voluntary-malfunction-summary-reporting-for,https://www.govinfo.gov/content/pkg/FR-2024-08-29/pdf/2024-19414.pdf,8/29/2024
Mammography Quality Standards Act and Regulation Amendments: Small Entity Compliance Guide; Guidance for Industry and Food and Drug Administration Staff; Availability,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) is announcing the availability of a guidance for industry entitled ""Mammography Quality Standards Act and Regulation Amendments: Small Entity Compliance Guide."" The Mammography Quality Standards Act of 1992 (MQSA) final rule amended FDA's regulations to address, among other things, standards for accreditation bodies, certifying agencies, mammography equipment, quality assurance testing, and clinical image quality, as well as to require certain breast density information be provided by mammography facilities to patients and their healthcare providers. The small entity compliance guide (SECG) is intended to help small entities comply with the MQSA final rule.",89 FR 68364, 2024-19059,https://www.federalregister.gov/documents/2024/08/26/2024-19059/mammography-quality-standards-act-and-regulation-amendments-small-entity-compliance-guide-guidance,https://www.govinfo.gov/content/pkg/FR-2024-08-26/pdf/2024-19059.pdf,8/26/2024
Food Additives Permitted in Feed and Drinking Water of Animals; Fermented Ammoniated Condensed Whey,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending the food additive regulations to update the production organism Lactobacillus bulgaricus that has been scientifically reclassified to Lactobacillus delbrueckii. This action is being taken to improve the accuracy and clarity of the regulations.,89 FR 67856, 2024-18824,https://www.federalregister.gov/documents/2024/08/22/2024-18824/food-additives-permitted-in-feed-and-drinking-water-of-animals-fermented-ammoniated-condensed-whey,https://www.govinfo.gov/content/pkg/FR-2024-08-22/pdf/2024-18824.pdf,8/22/2024
Medical Devices; Immunology and Microbiology Devices; Classification of the Device To Detect and Identify Nucleic Acid Targets Including SARS-CoV-2 in Respiratory Specimens,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the device to detect and identify nucleic acid targets in respiratory specimens from microbial agents that cause the SARS-CoV-2 respiratory infection and other microbial agents when in a multi-target test into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the device to detect and identify nucleic acid targets in respiratory specimens from microbial agents that cause the SARS-CoV-2 respiratory infection and other microbial agents when in a multi-target test's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 66552, 2024-18266,https://www.federalregister.gov/documents/2024/08/16/2024-18266/medical-devices-immunology-and-microbiology-devices-classification-of-the-device-to-detect-and,https://www.govinfo.gov/content/pkg/FR-2024-08-16/pdf/2024-18266.pdf,8/16/2024
