title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Medicare Program; Prospective Payment System and Consolidated Billing for Skilled Nursing Facilities; Updates to the Quality Reporting Program and Value-Based Purchasing Program for Federal Fiscal Year 2025; Correction,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This document corrects technical errors in the final rule that appeared in the August 6, 2024 Federal Register, titled ""Medicare Program; Prospective Payment System and Consolidated Billing for Skilled Nursing Facilities (SNF); Updates to the Quality Reporting Program and Value-Based Purchasing Program for Federal Fiscal Year 2025"" (referred to hereafter as the ""FY 2025 SNF final rule""). The effective date of the FY 2025 SNF final rule is October 1, 2024.",89 FR 80132, 2024-22504,https://www.federalregister.gov/documents/2024/10/02/2024-22504/medicare-program-prospective-payment-system-and-consolidated-billing-for-skilled-nursing-facilities,https://www.govinfo.gov/content/pkg/FR-2024-10-02/pdf/2024-22504.pdf,10/2/2024
"Medicare Program; FY 2025 Hospice Wage Index and Payment Rate Update, Hospice Conditions of Participation Updates, and Hospice Quality Reporting Program Requirements; Correction",Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This document corrects technical and typographical errors in the final rule that appeared in the August 6, 2024 Federal Register titled ""Medicare Program; FY 2025 Hospice Wage Index and Payment Rate Update, Hospice Conditions of Participation Updates, and Hospice Quality Reporting Program Requirements"".",89 FR 79764, 2024-22495,https://www.federalregister.gov/documents/2024/10/01/2024-22495/medicare-program-fy-2025-hospice-wage-index-and-payment-rate-update-hospice-conditions-of,https://www.govinfo.gov/content/pkg/FR-2024-10-01/pdf/2024-22495.pdf,10/1/2024
"Medicare Program; Changes to the Medicare Advantage and the Medicare Prescription Drug Benefit Program for Contract Year 2024-Remaining Provisions and Contract Year 2025 Policy and Technical Changes to the Medicare Advantage Program, Medicare Prescription Drug Benefit Program, Medicare Cost Plan Program, and Programs of All-Inclusive Care for the Elderly (PACE); Correcting Amendment",Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This document corrects technical and typographical errors in the final rule that appeared in the April 23, 2024 Federal Register titled ""Medicare Program; Changes to the Medicare Advantage and the Medicare Prescription Drug Benefit Program for Contract Year 2024-- Remaining Provisions and Contract Year 2025 Policy and Technical Changes to the Medicare Advantage Program, Medicare Prescription Drug Benefit Program, Medicare Cost Plan Program, and Programs of All- Inclusive Care for the Elderly (PACE)."" The effective date of the final rule was June 3, 2024.",89 FR 79450, 2024-22203,https://www.federalregister.gov/documents/2024/09/30/2024-22203/medicare-program-changes-to-the-medicare-advantage-and-the-medicare-prescription-drug-benefit,https://www.govinfo.gov/content/pkg/FR-2024-09-30/pdf/2024-22203.pdf,9/30/2024
"Medicare Program: Mitigating the Impact of Significant, Anomalous, and Highly Suspect Billing Activity on Medicare Shared Savings Program Financial Calculations in Calendar Year 2023",Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This final rule addresses policies for assessing performance year (PY) 2023 financial performance of Medicare Shared Savings Program (Shared Savings Program) Accountable Care Organizations (ACOs); establishing benchmarks for ACOs starting agreement periods in 2024, 2025, and 2026; and calculating factors used in the application cycle for ACOs applying to enter a new agreement period beginning on January 1, 2025, and the change request cycle for ACOs continuing their participation in the program for PY 2025, as a result of significant, anomalous, and highly suspect billing activity for selected intermittent urinary catheters on Medicare Durable Medical Equipment, Prosthetics, Orthotics & Supplies (DMEPOS) claims. Under the Shared Savings Program, providers of services and suppliers that participate in ACOs continue to receive traditional Medicare fee-for-service (FFS) payments under Medicare Parts A and B, but the ACO may be eligible to receive a shared savings payment if it meets specified quality and savings requirements. ACOs participating in two-sided models may also share in losses. In this final rule, we respond to public comments we received on the proposal to mitigate the impact of significant, anomalous, and highly suspect billing activity on Medicare Shared Savings Program financial calculations in calendar year (CY) 2023.",89 FR 79152, 2024-22054,https://www.federalregister.gov/documents/2024/09/27/2024-22054/medicare-program-mitigating-the-impact-of-significant-anomalous-and-highly-suspect-billing-activity,https://www.govinfo.gov/content/pkg/FR-2024-09-27/pdf/2024-22054.pdf,9/27/2024
"Medicaid Program; Misclassification of Drugs, Program Administration and Program Integrity Updates Under the Medicaid Drug Rebate Program",Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This final rule implements policies in the Medicaid Drug Rebate Program (MDRP) related to the new legislative requirements in the Medicaid Services Investment and Accountability Act of 2019 (MSIAA), which address drug misclassification, as well as drug pricing and product data misreporting by manufacturers. Additionally, we are finalizing several other proposed program integrity and program administration provisions or modifications in this final rule, including revising and finalizing key definitions used in the MDRP. This rule also finalizes a provision not directly related to MDRP that makes revisions to the third-party liability regulation due to amendments made by the Bipartisan Budget Act (BBA) of 2018. We also are finalizing our proposal to rescind revisions made by the December 31, 2020 final rule ""Medicaid Program; Establishing Minimum Standards in Medicaid State Drug Utilization Review (DUR) and Supporting Value-Based Purchasing (VBP) for Drugs Covered in Medicaid, Revising Medicaid Drug Rebate and Third Party Liability (TPL) Requirements"" (""the 2020 final rule"") to the Determination of Best Price and Determination of Average Manufacturer Price (AMP) sections.",89 FR 79020, 2024-21254,https://www.federalregister.gov/documents/2024/09/26/2024-21254/medicaid-program-misclassification-of-drugs-program-administration-and-program-integrity-updates,https://www.govinfo.gov/content/pkg/FR-2024-09-26/pdf/2024-21254.pdf,9/26/2024
"Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption: What You Need To Know About the Food and Drug Administration Regulation; Small Entity Compliance Guide; Availability",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, the Agency, or we) is announcing the availability of a guidance for industry entitled ""Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption: What You Need to Know About the FDA Regulation: Small Entity Compliance Guide."" We are updating the small entity compliance guide (SECG) to help small entities comply with revised requirements related to agricultural water in the ""Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption"" regulation.",89 FR 77775, 2024-21840,https://www.federalregister.gov/documents/2024/09/24/2024-21840/standards-for-the-growing-harvesting-packing-and-holding-of-produce-for-human-consumption-what-you,https://www.govinfo.gov/content/pkg/FR-2024-09-24/pdf/2024-21840.pdf,9/24/2024
Microbiology Devices; Reclassification of Cytomegalovirus Deoxyribonucleic Acid Quantitative Assay Devices Intended for Transplant Patient Management,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) is issuing a final order to reclassify cytomegalovirus (CMV) deoxyribonucleic acid (DNA) quantitative assay devices intended for transplant patient management, a postamendments class III device (product code PAB) into class II (general controls and special controls), subject to premarket notification.",89 FR 77448, 2024-21616,https://www.federalregister.gov/documents/2024/09/23/2024-21616/microbiology-devices-reclassification-of-cytomegalovirus-deoxyribonucleic-acid-quantitative-assay,https://www.govinfo.gov/content/pkg/FR-2024-09-23/pdf/2024-21616.pdf,9/23/2024
Regulatory Hearing Before the Food and Drug Administration; General Provisions; Amendments,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is issuing a direct final rule amending the Scope section of our regulation that provides for a regulatory hearing before the Agency in order to clarify when such hearings are available. We are revising the list of statutory provisions enumerated in the Scope section of the regulation by adding one statutory reference and removing a different statutory reference. The Agency is issuing these amendments directly as a final rule because we believe they are noncontroversial and FDA anticipates no significant adverse comments.",89 FR 77019, 2024-21231,https://www.federalregister.gov/documents/2024/09/20/2024-21231/regulatory-hearing-before-the-food-and-drug-administration-general-provisions-amendments,https://www.govinfo.gov/content/pkg/FR-2024-09-20/pdf/2024-21231.pdf,9/20/2024
Medical Devices; Immunology and Microbiology Devices; Classification of the Quantitative Viral Nucleic Acid Test for Transplant Patient Management,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the quantitative viral nucleic acid test for transplant patient management into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the quantitative viral nucleic acid test for transplant patient management's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 75953, 2024-21086,https://www.federalregister.gov/documents/2024/09/17/2024-21086/medical-devices-immunology-and-microbiology-devices-classification-of-the-quantitative-viral-nucleic,https://www.govinfo.gov/content/pkg/FR-2024-09-17/pdf/2024-21086.pdf,9/17/2024
Medical Devices; Clinical Chemistry and Clinical Toxicology Devices; Classification of the Clozapine Test System,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the clozapine test system into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the clozapine test system's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 75489, 2024-20895,https://www.federalregister.gov/documents/2024/09/16/2024-20895/medical-devices-clinical-chemistry-and-clinical-toxicology-devices-classification-of-the-clozapine,https://www.govinfo.gov/content/pkg/FR-2024-09-16/pdf/2024-20895.pdf,9/16/2024
Medical Devices; Immunology and Microbiology Devices; Classification of the Device To Detect or Measure Nucleic Acid From Viruses Associated With Head and Neck Cancers,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the device to detect or measure nucleic acid from viruses associated with head and neck cancers into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the device to detect or measure nucleic acid from viruses associated with head and neck cancers' classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 75491, 2024-20896,https://www.federalregister.gov/documents/2024/09/16/2024-20896/medical-devices-immunology-and-microbiology-devices-classification-of-the-device-to-detect-or,https://www.govinfo.gov/content/pkg/FR-2024-09-16/pdf/2024-20896.pdf,9/16/2024
Medical Devices; Therapeutic Devices; Classification of the Pediatric Continuous Renal Replacement Therapy System,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the pediatric continuous renal replacement therapy system into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the pediatric continuous renal replacement therapy system's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 75493, 2024-20999,https://www.federalregister.gov/documents/2024/09/16/2024-20999/medical-devices-therapeutic-devices-classification-of-the-pediatric-continuous-renal-replacement,https://www.govinfo.gov/content/pkg/FR-2024-09-16/pdf/2024-20999.pdf,9/16/2024
Enforcement Policy for Required Warnings for Cigarette Packages and Advertisements; Guidance for Industry; Availability,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, the Agency, or we) is announcing the availability of a final guidance for industry entitled ""Enforcement Policy for Required Warnings for Cigarette Packages and Advertisements."" This guidance describes FDA's enforcement policy for the final rule, ""Tobacco Products; Required Warnings for Cigarette Packages and Advertisements,"" which established new required cigarette health warnings for cigarette packages and advertisements. The guidance is intended to assist entities required to comply with the rule.",89 FR 74831, 2024-20850,https://www.federalregister.gov/documents/2024/09/13/2024-20850/enforcement-policy-for-required-warnings-for-cigarette-packages-and-advertisements-guidance-for,https://www.govinfo.gov/content/pkg/FR-2024-09-13/pdf/2024-20850.pdf,9/13/2024
Medical Devices; Immunology and Microbiology Devices; Classification of the Whole Exome Sequencing Constituent Device,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the whole exome sequencing constituent device into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the whole exome sequencing constituent device's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 73565, 2024-20550,https://www.federalregister.gov/documents/2024/09/11/2024-20550/medical-devices-immunology-and-microbiology-devices-classification-of-the-whole-exome-sequencing,https://www.govinfo.gov/content/pkg/FR-2024-09-11/pdf/2024-20550.pdf,9/11/2024
Medical Devices; Clinical Chemistry and Clinical Toxicology Devices; Classification of the Blood Collection Device for Cell-Free Nucleic Acids,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the blood collection device for cell-free nucleic acids into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the blood collection device for cell-free nucleic acids' classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices, in part by reducing regulatory burdens.",89 FR 72982, 2024-20254,https://www.federalregister.gov/documents/2024/09/09/2024-20254/medical-devices-clinical-chemistry-and-clinical-toxicology-devices-classification-of-the-blood,https://www.govinfo.gov/content/pkg/FR-2024-09-09/pdf/2024-20254.pdf,9/9/2024
Medical Devices; Gastroenterology-Urology Devices; Classification of the Endoscopic Pancreatic Debridement Device,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the endoscopic pancreatic debridement device into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the endoscopic pancreatic debridement device's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72984, 2024-20248,https://www.federalregister.gov/documents/2024/09/09/2024-20248/medical-devices-gastroenterology-urology-devices-classification-of-the-endoscopic-pancreatic,https://www.govinfo.gov/content/pkg/FR-2024-09-09/pdf/2024-20248.pdf,9/9/2024
Medicare Program; Medicare Prescription Drug Benefit Program; Health Information Technology Standards and Implementation Specifications; Correction,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services; Office of the Secretary,"This document corrects typographical and technical errors in the final rule that appeared in the June 17, 2024, Federal Register, titled ""Medicare Program; Medicare Prescription Drug Benefit Program; Health Information Technology Standards and Implementation Specifications."" The effective date of the final rule was July 17, 2024.",89 FR 72998, 2024-20174,https://www.federalregister.gov/documents/2024/09/09/2024-20174/medicare-program-medicare-prescription-drug-benefit-program-health-information-technology-standards,https://www.govinfo.gov/content/pkg/FR-2024-09-09/pdf/2024-20174.pdf,9/9/2024
Medical Devices; Gastroenterology-Urology Devices; Classification of the Hemodialyzer With Expanded Solute Removal Profile,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the hemodialyzer with expanded solute removal profile into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the hemodialyzer with expanded solute removal profile's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72715, 2024-20081,https://www.federalregister.gov/documents/2024/09/06/2024-20081/medical-devices-gastroenterology-urology-devices-classification-of-the-hemodialyzer-with-expanded,https://www.govinfo.gov/content/pkg/FR-2024-09-06/pdf/2024-20081.pdf,9/6/2024
Food Additives Permitted in Feed and Drinking Water of Animals; Pichia Pastoris Dried Yeast,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to update the organism Pichia pastoris which has been renamed as Komagataella pastoris. Additionally, the food additive regulation is being updated to include language to clarify that the yeast is non-viable in the market formulation. This action is being taken to improve the accuracy of the regulations.",89 FR 72315, 2024-19856,https://www.federalregister.gov/documents/2024/09/05/2024-19856/food-additives-permitted-in-feed-and-drinking-water-of-animals-pichia-pastoris-dried-yeast,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19856.pdf,9/5/2024
Medical Devices; Hematology and Pathology Devices; Classification of the Heparin and Direct Oral Factor Xa Inhibitor Drug Test System,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the heparin and direct oral factor Xa inhibitor drug test system into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the heparin and direct oral factor Xa inhibitor drug test system's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72315, 2024-19824,https://www.federalregister.gov/documents/2024/09/05/2024-19824/medical-devices-hematology-and-pathology-devices-classification-of-the-heparin-and-direct-oral,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19824.pdf,9/5/2024
Medical Devices; Cardiovascular Devices; Classification of the Adjunctive Open Loop Fluid Therapy Recommender,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the adjunctive open loop fluid therapy recommender into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the adjunctive open loop fluid therapy recommender's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 72317, 2024-19736,https://www.federalregister.gov/documents/2024/09/05/2024-19736/medical-devices-cardiovascular-devices-classification-of-the-adjunctive-open-loop-fluid-therapy,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19736.pdf,9/5/2024
Medical Devices; Dental Devices; Classification of the Radiofrequency Toothbrush,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the radiofrequency toothbrush into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the radiofrequency toothbrush's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72320, 2024-19868,https://www.federalregister.gov/documents/2024/09/05/2024-19868/medical-devices-dental-devices-classification-of-the-radiofrequency-toothbrush,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19868.pdf,9/5/2024
