title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Regulations for In Vivo Radiopharmaceuticals Used for Diagnosis and Monitoring,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is issuing regulations on the evaluation and approval of in vivo radiopharmaceuticals used in the diagnosis and monitoring of diseases. FDA is issuing these regulations in accordance with the Food and Drug Administration Modernization Act of 1997 (the Modernization Act). These regulations are intended to clarify existing regulations applicable to the approval of radiopharmaceutical drugs and biologics under the Federal Food, Drug, and Cosmetic Act (the act) and the Public Health Service Act (the PHS Act).",64 FR 26657, 99-12320,https://www.federalregister.gov/documents/1999/05/17/99-12320/regulations-for-in-vivo-radiopharmaceuticals-used-for-diagnosis-and-monitoring,https://www.govinfo.gov/content/pkg/FR-1999-05-17/pdf/99-12320.pdf,5/17/1999
Implantation or Injectable Dosage Form New Animal Drugs; Oxytetracycline Injection,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental abbreviated new animal drug application (ANADA) filed by Boehringer Ingelheim Vetmedica, Inc. The supplemental ANADA provides for establishment of a 28-day withdrawal period for subcutaneous use of oxytetracycline injection in cattle and for intramuscular use in swine.",64 FR 26670, 99-12284,https://www.federalregister.gov/documents/1999/05/17/99-12284/implantation-or-injectable-dosage-form-new-animal-drugs-oxytetracycline-injection,https://www.govinfo.gov/content/pkg/FR-1999-05-17/pdf/99-12284.pdf,5/17/1999
Implantation or Injectable Dosage Form New Animal Drugs; Ivermectin; Ivermectin and Clorsulon,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of two supplemental new animal drug applications (NADA's) filed by Merial Ltd. One supplement provides for use of ivermectin injection, and the other provides for the use of ivermectin and clorsulon injection, for 28-day persistent control of lungworms in cattle. In addition, a tolerance for ivermectin residues in cattle muscle is established.",64 FR 26670, 99-12286,https://www.federalregister.gov/documents/1999/05/17/99-12286/implantation-or-injectable-dosage-form-new-animal-drugs-ivermectin-ivermectin-and-clorsulon,https://www.govinfo.gov/content/pkg/FR-1999-05-17/pdf/99-12286.pdf,5/17/1999
New Animal Drugs For Use In Animal Feeds; Sulfadimethoxine with Ormetoprim,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Roche Vitamins, Inc. The supplemental NADA provides for use of sulfadimethoxine/ormetoprim type A medicated articles to make type C medicated chukar partridge feeds used for the prevention of coccidiosis. Also, FDA is amending the regulations to reflect tolerances for residues of sulfadimethoxine and for ormetoprim in edible chukar partridge tissues.",64 FR 26671, 99-12285,https://www.federalregister.gov/documents/1999/05/17/99-12285/new-animal-drugs-for-use-in-animal-feeds-sulfadimethoxine-with-ormetoprim,https://www.govinfo.gov/content/pkg/FR-1999-05-17/pdf/99-12285.pdf,5/17/1999
"Indirect Food Additives: Adjuvants, Production Aids, and Sanitizers",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to provide for the safe use of 1,3-propanediamine, N,N''-1,2-ethanediylbis-, polymer with N-butyl-2,2,6,6-tetramethyl-4- piperidinamine and 2,4,6-trichloro-1,3,5-triazine as a light stabilizer for polypropylene and polyethylene complying with 21 CFR 177.1520. This action responds to a petition filed by 3-V Chemical Corp.",64 FR 26281, 99-12177,https://www.federalregister.gov/documents/1999/05/14/99-12177/indirect-food-additives-adjuvants-production-aids-and-sanitizers,https://www.govinfo.gov/content/pkg/FR-1999-05-14/pdf/99-12177.pdf,5/14/1999
"Revision of Requirements Applicable to Albumin (Human), Plasma Protein Fraction (Human), and Immune Globulin (Human)",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the biologics regulations by removing, revising, or updating specific regulations applicable to blood derivative products to be more consistent with current practices and to remove unnecessary or outdated requirements. FDA is issuing these amendments directly as a final rule because the agency believes they are noncontroversial and that there is little likelihood that there will be comments opposing the rule. Elsewhere in this issue of the Federal Register, FDA is publishing a proposed rule under FDA's usual procedures for notice and comment in the event the agency receives any significant adverse comments. If any significant adverse comment is received sufficient to terminate the direct final rule within 30 days after the comment period ends, FDA will consider such comments on the proposed rule in developing the final rule. FDA is issuing this rule as part of the agency's ``blood initiative'' in which FDA is reviewing and revising, when appropriate, its regulations, policies, guidance, and procedures related to blood products, including plasma derivatives. DATES: This rule is effective September 27, 1999. Submit written comments on or before July 28, 1999. If FDA receives no significant adverse comments within the specified comment period, the agency intends to publish a document confirming the effective date of the final rule in the Federal Register within 30 days after the comment period on this direct final rule ends. If timely significant adverse comments are received, the agency will publish a document in the Federal Register withdrawing this direct final rule before its effective date.",64 FR 26282, 99-11897,https://www.federalregister.gov/documents/1999/05/14/99-11897/revision-of-requirements-applicable-to-albumin-human-plasma-protein-fraction-human-and-immune,https://www.govinfo.gov/content/pkg/FR-1999-05-14/pdf/99-11897.pdf,5/14/1999
"Indirect Food Additives: Adjuvants, Production Aids, and Sanitizers",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to expand the safe use of 5,7-bis(1,1- dimethylethyl)-3-hydroxy-2(3H)-benzofuranone, reaction products with o- xylene as an antioxidant and/or stabilizer for propylene polymers and copolymers intended for use in contact with food. This action is in response to a petition filed by Ciba Specialty Chemicals Corp.",64 FR 25428, 99-11899,https://www.federalregister.gov/documents/1999/05/12/99-11899/indirect-food-additives-adjuvants-production-aids-and-sanitizers,https://www.govinfo.gov/content/pkg/FR-1999-05-12/pdf/99-11899.pdf,5/12/1999
"Indirect Food Additives: Adjuvants, Production Aids, and Sanitizers",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to provide for the safe use of bis(2,2,6,6- tetramethyl-4-piperidinyl) sebacate as a thermal/light stabilizer for polymeric adhesives and pressure-sensitive adhesives. This action responds to a petition filed by Ciba Specialty Chemicals Corp.",64 FR 24943, 99-11737,https://www.federalregister.gov/documents/1999/05/10/99-11737/indirect-food-additives-adjuvants-production-aids-and-sanitizers,https://www.govinfo.gov/content/pkg/FR-1999-05-10/pdf/99-11737.pdf,5/10/1999
New Animal Drugs for Use in Animal Feeds; Chlortetracycline Hydrochloride,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by PennField Oil Co. The supplemental NADA provides for a revised withdrawal period of 1-day following feeding of Type B and Type C chlortetracycle feeds to cattle.,64 FR 23539, 99-10983,https://www.federalregister.gov/documents/1999/05/03/99-10983/new-animal-drugs-for-use-in-animal-feeds-chlortetracycline-hydrochloride,https://www.govinfo.gov/content/pkg/FR-1999-05-03/pdf/99-10983.pdf,5/3/1999
Delegation of Authority and Organization; Center for Veterinary Medicine; Technical Amendment,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the regulation to reflect a redelegation of authority with respect to approval of supplemental new animal drug applications to the Director, Division of Manufacturing Technology, Office of New Animal Drug Evaluation, Center for Veterinary Medicine (CVM). This action is necessary to ensure the continued accuracy of the regulation.",64 FR 23184, 99-10847,https://www.federalregister.gov/documents/1999/04/30/99-10847/delegation-of-authority-and-organization-center-for-veterinary-medicine-technical-amendment,https://www.govinfo.gov/content/pkg/FR-1999-04-30/pdf/99-10847.pdf,4/30/1999
Listing of Color Additives for Coloring Sutures; [Phthalocyaninato(2-)] Copper,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the color additive regulations to provide for the safe use of [phthalocyaninato(2-)] copper in coloring nonabsorbable sutures for general and ophthalmic surgery made from a blend of poly(vinylidene fluoride) and poly(vinylidene fluoride-co-hexafluoropropylene). This action responds to a petition filed by Ethicon, Inc.",64 FR 23185, 99-10917,https://www.federalregister.gov/documents/1999/04/30/99-10917/listing-of-color-additives-for-coloring-sutures-phthalocyaninato2--copper,https://www.govinfo.gov/content/pkg/FR-1999-04-30/pdf/99-10917.pdf,4/30/1999
Implantation or Injectable Dosage Form New Animal Drugs; Oxytetracycline Injection,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of an abbreviated new animal drug application (ANADA) filed by Pliva d.d. The ANADA provides for intramuscular use of oxytetracycline injection in swine and intramuscular and intravenous use in cattle for treatment of bacterial infections susceptible to oxytetracycline.,64 FR 23186, 99-10793,https://www.federalregister.gov/documents/1999/04/30/99-10793/implantation-or-injectable-dosage-form-new-animal-drugs-oxytetracycline-injection,https://www.govinfo.gov/content/pkg/FR-1999-04-30/pdf/99-10793.pdf,4/30/1999
Oral Dosage Form New Animal Drugs; Piperazine,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Fleming Laboratories, Inc. The supplemental NADA provides for the safe and effective use of piperazine in chickens, turkeys, and swine for the treatment of certain parasitic infections. The approval reflects compliance with the results of the National Academy of Sciences/National Research Council (NAS/NRC) Drug Efficacy Study Implementation (DESI) evaluation of the effectiveness of piperazine and FDA's conclusions concerning that evaluation. FDA also is amending the regulations to provide tolerances for piperazine residues.",64 FR 23017, 99-10696,https://www.federalregister.gov/documents/1999/04/29/99-10696/oral-dosage-form-new-animal-drugs-piperazine,https://www.govinfo.gov/content/pkg/FR-1999-04-29/pdf/99-10696.pdf,4/29/1999
