title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Oral Dosage Form New Animal Drugs; Tetracycline Hydrochloride Soluble Powder,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of an abbreviated new animal drug application (ANADA) filed by Cross Vetpharm Group Ltd. The ANADA provides for use of tetracycline hydrochloride soluble powder in the drinking water of calves, swine, chickens, and turkeys for the treatment and control of various bacterial infections.",70 FR 67352, 05-21889,https://www.federalregister.gov/documents/2005/11/07/05-21889/oral-dosage-form-new-animal-drugs-tetracycline-hydrochloride-soluble-powder,https://www.govinfo.gov/content/pkg/FR-2005-11-07/pdf/05-21889.pdf,11/7/2005
Medical Devices; General and Plastic Surgery Devices; Classification of the Low Energy Ultrasound Wound Cleaner,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is classifying the low energy ultrasound wound cleaner into class II (special controls). The special control that will apply to the device is the guidance document entitled ""Class II Special Controls Guidance Document: Low Energy Ultrasound Wound Cleaner."" The agency is taking this action in response to a petition submitted under the Federal Food, Drug, and Cosmetic Act (the act) as amended by the Medical Device Amendments of 1976, the Safe Medical Devices Act of 1990, and the Food and Drug Administration Modernization Act of 1997 (FDAMA). The agency is classifying this device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device. Elsewhere in this issue of the Federal Register, FDA is announcing the availability of the guidance document that will serve as the special control for the class II device.",70 FR 67353, 05-22068,https://www.federalregister.gov/documents/2005/11/07/05-22068/medical-devices-general-and-plastic-surgery-devices-classification-of-the-low-energy-ultrasound,https://www.govinfo.gov/content/pkg/FR-2005-11-07/pdf/05-22068.pdf,11/7/2005
New Animal Drugs for Use in Animal Feeds; Melengestrol,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of an abbreviated new animal drug application (ANADA) filed by Ivy Laboratories, Division of Ivy Animal Health, Inc. The ANADA provides for use of a melengestrol acetate Type A medicated article with monensin and tylosin Type A medicated articles to make three-way combination Type C medicated feeds for heifers fed in confinement for slaughter.",70 FR 66257, 05-21808,https://www.federalregister.gov/documents/2005/11/02/05-21808/new-animal-drugs-for-use-in-animal-feeds-melengestrol,https://www.govinfo.gov/content/pkg/FR-2005-11-02/pdf/05-21808.pdf,11/2/2005
Oral Dosage Form New Animal Drugs; Ivermectin and Praziquantel Paste,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Virbac AH, Inc. The supplemental NADA provides revised labeling for ivermectin and praziquantel oral paste used in horses for the treatment and control of various internal parasites.",70 FR 65835, 05-21641,https://www.federalregister.gov/documents/2005/11/01/05-21641/oral-dosage-form-new-animal-drugs-ivermectin-and-praziquantel-paste,https://www.govinfo.gov/content/pkg/FR-2005-11-01/pdf/05-21641.pdf,11/1/2005
Medical Devices; Immunology and Microbiology Devices; Classification of Cystic Fibrosis Transmembrane Conductance Regulator Gene Mutation Detection System,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is classifying the cystic fibrosis transmembrane conductance regulator (CFTR) gene mutation detection systems into class II (special controls). The special control that will apply to the device is the guidance document entitled ""Class II Special Controls Guidance Document: CFTR Gene Mutation Detection Systems."" The agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device. Elsewhere in this issue of the Federal Register, FDA is announcing the availability of the guidance document that will serve as the special control for the device.",70 FR 61736, 05-21348,https://www.federalregister.gov/documents/2005/10/26/05-21348/medical-devices-immunology-and-microbiology-devices-classification-of-cystic-fibrosis-transmembrane,https://www.govinfo.gov/content/pkg/FR-2005-10-26/pdf/05-21348.pdf,10/26/2005
"Cold, Cough, Allergy, Bronchodilator, and Antiasthmatic Drug Products for Over-the-Counter Human Use; Amendment of Final Monograph for Over-the-Counter Nasal Decongestant Drug Products",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the final monograph (FM) for over-the-counter (OTC) nasal decongestant drug products (drug products used to relieve nasal congestion due to a cold, hay fever, or other upper respiratory allergies) to remove the indication ""for the temporary relief of nasal congestion associated with sinusitis"" and to prohibit use of the terms ""sinusitis"" and ""associated with sinusitis"" elsewhere on the labeling. This final rule is part of FDA's ongoing review of OTC drug products.",70 FR 58974, 05-20304,https://www.federalregister.gov/documents/2005/10/11/05-20304/cold-cough-allergy-bronchodilator-and-antiasthmatic-drug-products-for-over-the-counter-human-use,https://www.govinfo.gov/content/pkg/FR-2005-10-11/pdf/05-20304.pdf,10/11/2005
Medical Devices; Immunology and Microbiology Devices; Classification of AFP-L3% Immunological Test Systems,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is classifying AFP-L3% (alpha-fetoprotein L3 subfraction) immunological test systems into class II (special controls). The special control that will apply to the device is the guidance document entitled ""Class II Special Controls Guidance Document: AFP-L3% Immunological Test Systems."" The agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device. Elsewhere in this issue of the Federal Register, FDA is announcing the availability of a guidance document that will serve as the special control for the device.",70 FR 57748, 05-19863,https://www.federalregister.gov/documents/2005/10/04/05-19863/medical-devices-immunology-and-microbiology-devices-classification-of-afp-l3-immunological-test,https://www.govinfo.gov/content/pkg/FR-2005-10-04/pdf/05-19863.pdf,10/4/2005
Registration of Food Facilities Under the Public Health Security and Bioterrorism Preparedness and Response Act of 2002,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is issuing a final regulation that confirms the interim final rule entitled ""Registration of Food Facilities Under the Public Health Security and Bioterrorism Preparedness and Response Act of 2002"" (68 FR 58894, October 10, 2003 (interim final rule) as corrected by a technical amendment (69 FR 29428, May 24, 2004), and responds to comments submitted in response to the request for comments in the interim final rule. This final rule affirms the interim final rule's requirement that domestic and foreign facilities that manufacture/process, pack, or hold food for human or animal consumption in the United States be registered with FDA by December 12, 2003. The interim final rule implemented the Public Health Security and Bioterrorism Preparedness and Response Act of 2002 (the Bioterrorism Act), which requires domestic and foreign facilities to be registered with FDA by December 12, 2003. This final rule does not make any changes to the regulatory requirements established by the interim final rule.",70 FR 57505, 05-19730,https://www.federalregister.gov/documents/2005/10/03/05-19730/registration-of-food-facilities-under-the-public-health-security-and-bioterrorism-preparedness-and,https://www.govinfo.gov/content/pkg/FR-2005-10-03/pdf/05-19730.pdf,10/3/2005
"Food Labeling; Nutrient Content Claims, Definition of Sodium Levels for the Term “Healthy”",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending its regulations concerning the maximum sodium levels permitted for foods that bear the implied nutrient content claim ""healthy."" The agency is retaining the currently effective, less restrictive, ""first-tier"" sodium level requirements for all food categories, including individual foods (480 milligrams (mg)) and meals and main dishes (600 mg), and is dropping the ""second-tier"" (more restrictive) sodium level requirements for all food categories. Based on the comments received about technological barriers to reducing sodium in processed foods and poor sales of products that meet the second-tier sodium level, the agency has determined that requiring the more restrictive sodium levels would likely inhibit the development of new ""healthy"" food products and risk substantially eliminating existing ""healthy"" products from the marketplace. After reviewing the comments and evaluating the data from various sources, FDA has become convinced that retaining the higher first-tier sodium level requirements for all food products bearing the term ""healthy"" will encourage the manufacture of a greater number of products that are consistent with dietary guidelines for a variety of nutrients. The agency has also revised the regulatory text of the ""healthy"" regulation to clarify the scope and meaning of the regulation and to reformat the nutrient content requirements for ""healthy"" into a more readable set of tables, consistent with the Presidential Memorandum instructing that regulations be written in plain language.",70 FR 56828, 05-19511,https://www.federalregister.gov/documents/2005/09/29/05-19511/food-labeling-nutrient-content-claims-definition-of-sodium-levels-for-the-term-healthy,https://www.govinfo.gov/content/pkg/FR-2005-09-29/pdf/05-19511.pdf,9/29/2005
Medical Devices; Dental Devices; Classification of Oral Rinse to Reduce the Adhesion of Dental Plaque,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is classifying the oral rinse to reduce the adhesion of dental plaque device into class II (special controls). The special control that will apply to the device is the guidance document entitled ""Class II Special Controls Guidance Document: Oral Rinse to Reduce the Adhesion of Dental Plaque."" The agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device. Elsewhere in this issue of the Federal Register, FDA is publishing a notice of availability of a guidance document that is the special control for this device.",70 FR 55026, 05-18656,https://www.federalregister.gov/documents/2005/09/20/05-18656/medical-devices-dental-devices-classification-of-oral-rinse-to-reduce-the-adhesion-of-dental-plaque,https://www.govinfo.gov/content/pkg/FR-2005-09-20/pdf/05-18656.pdf,9/20/2005
Guidance for Industry: Questions and Answers Regarding the Final Rule on Establishment and Maintenance of Records; Availability,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is announcing the availability of a guidance for industry entitled ""Questions and Answers Regarding Establishment and Maintenance of Records."" The guidance responds to various questions raised about the recordkeeping provisions of the Public Health Security and Bioterrorism Preparedness and Response Act of 2002 (the Bioterrorism Act) and the agency's implementing regulation, which requires the establishment and maintenance of records by persons who manufacture, process, pack, transport, distribute, receive, hold, or import food in the United States. Such records are to allow for the identification of the immediate previous sources and the immediate subsequent recipients of food.",70 FR 53728, 05-18039,https://www.federalregister.gov/documents/2005/09/12/05-18039/guidance-for-industry-questions-and-answers-regarding-the-final-rule-on-establishment-and,https://www.govinfo.gov/content/pkg/FR-2005-09-12/pdf/05-18039.pdf,9/12/2005
Use of Materials Derived From Cattle in Human Food and Cosmetics,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the interim final rule on use of materials derived from cattle in human food and cosmetics published in the Federal Register of July 14, 2004. In the July 14, 2004, interim final rule, FDA designated certain materials from cattle, including the entire small intestine, as ""prohibited cattle materials"" and banned the use of such materials in human food, including dietary supplements, and in cosmetics. FDA is taking this action in response to comments received on the interim final rule. Information was provided in comments that persuaded the agency that the distal ileum, one of three portions of the small intestine, could be consistently and effectively removed from the small intestine, such that the remainder of the small intestine, formerly a prohibited cattle material, could be used for human food or cosmetics. We (FDA) are also clarifying that milk and milk products, hide and hide-derived products, and tallow derivatives are not prohibited cattle materials. Comments also led the agency to reconsider the method cited in the interim final rule for determining insoluble impurities in tallow and to cite instead a method that is less costly to use and requires less specialized equipment. FDA issued the interim final rule to minimize human exposure to materials that scientific studies have demonstrated are highly likely to contain the bovine spongiform encephalopathy (BSE) agent in cattle infected with the disease. FDA believes that the amended provisions of the interim final rule provide the same level of protection from human exposure to the agent that causes BSE as the original provisions.",70 FR 53063, 05-17693,https://www.federalregister.gov/documents/2005/09/07/05-17693/use-of-materials-derived-from-cattle-in-human-food-and-cosmetics,https://www.govinfo.gov/content/pkg/FR-2005-09-07/pdf/05-17693.pdf,9/7/2005
Medical Devices; Immunology and Microbiology Devices; Classification of the Endotoxin Assay; Technical Amendment,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) published a final rule in the Federal Register of October 31, 2003 (68 FR 62007). The final rule classified the endotoxin assay into class II (special controls). The agency classified the device into class II (special controls) in order to provide reasonable assurance of safety and effectiveness of the device. FDA is amending the agency's regulations to redesignate the section number listed in the Code of Federal Regulations (CFR) from Sec. 866.3610 to Sec. 866.3210.",70 FR 53069, 05-17645,https://www.federalregister.gov/documents/2005/09/07/05-17645/medical-devices-immunology-and-microbiology-devices-classification-of-the-endotoxin-assay-technical,https://www.govinfo.gov/content/pkg/FR-2005-09-07/pdf/05-17645.pdf,9/7/2005
New Animal Drugs; Change of Sponsor,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect a change of sponsor for an approved new animal drug application (NADA) from Alpharma Inc., to Pharmaq AS. The drug labeler code for Pharmaq AS is also being listed.",70 FR 52291, 05-17472,https://www.federalregister.gov/documents/2005/09/02/05-17472/new-animal-drugs-change-of-sponsor,https://www.govinfo.gov/content/pkg/FR-2005-09-02/pdf/05-17472.pdf,9/2/2005
"Animal Drugs, Feeds, and Related Products; Withdrawal of Approval of New Animal Drug Applications",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations by removing those portions that reflect approval of 16 new animal drug applications (NADAs) and 1 abbreviated NADA (ANADA) because they are no longer manufactured or marketed. In a notice published elsewhere in this issue of the Federal Register, FDA is withdrawing approval of these NADAs.",70 FR 50181, 05-16995,https://www.federalregister.gov/documents/2005/08/26/05-16995/animal-drugs-feeds-and-related-products-withdrawal-of-approval-of-new-animal-drug-applications,https://www.govinfo.gov/content/pkg/FR-2005-08-26/pdf/05-16995.pdf,8/26/2005
Definition of Primary Mode of Action of a Combination Product,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending its combination product regulations to define ""mode of action"" (MOA) and ""primary mode of action"" (PMOA). Along with these definitions, the final rule sets forth an algorithm the agency will use to assign combination products to an agency component for regulatory oversight when the agency cannot determine with reasonable certainty which mode of action provides the most important therapeutic action of the combination product. Finally, the final rule will require a sponsor to base its recommendation of the agency component with primary jurisdiction for regulatory oversight of its combination product by using the PMOA definition and, if appropriate, the assignment algorithm. The final rule is intended to promote the public health by codifying the agency's criteria for the assignment of combination products in transparent, consistent, and predictable terms.",70 FR 49848, 05-16527,https://www.federalregister.gov/documents/2005/08/25/05-16527/definition-of-primary-mode-of-action-of-a-combination-product,https://www.govinfo.gov/content/pkg/FR-2005-08-25/pdf/05-16527.pdf,8/25/2005
Medical Devices; Immunology and Microbiology Devices; Classification of Ribonucleic Acid Preanalytical Systems,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is classifying ribonucleic acid (RNA) preanalytical systems into class II (special controls). The special control that will apply to the device is the guidance document entitled ""Class II Special Controls Guidance Document: RNA Preanalytical Systems (RNA Collection, Stabilization, and Purification Systems for RT-PCR Used in Molecular Diagnostic Testing)."" The agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device. Elsewhere in this issue of the Federal Register, FDA is announcing the availability of a guidance document that will serve as the special control for the device.",70 FR 49862, 05-16914,https://www.federalregister.gov/documents/2005/08/25/05-16914/medical-devices-immunology-and-microbiology-devices-classification-of-ribonucleic-acid-preanalytical,https://www.govinfo.gov/content/pkg/FR-2005-08-25/pdf/05-16914.pdf,8/25/2005
Implantation or Injectable Dosage Form New Animal Drugs; Flunixin,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental abbreviated new animal drug application (ANADA) filed by Phoenix Scientific, Inc. The supplemental ANADA provides for veterinary prescription use of flunixin meglumine solution by intravenous injection in lactating dairy cattle for control of fever associated with bovine respiratory disease and endotoxemia, and for control of inflammation in endotoxemia.",70 FR 48868, 05-16499,https://www.federalregister.gov/documents/2005/08/22/05-16499/implantation-or-injectable-dosage-form-new-animal-drugs-flunixin,https://www.govinfo.gov/content/pkg/FR-2005-08-22/pdf/05-16499.pdf,8/22/2005
New Animal Drugs; Change of Sponsor's Address,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect a change of sponsor's address for Peptech Animal Health Pty, Ltd.",70 FR 48272, 05-16280,https://www.federalregister.gov/documents/2005/08/17/05-16280/new-animal-drugs-change-of-sponsors-address,https://www.govinfo.gov/content/pkg/FR-2005-08-17/pdf/05-16280.pdf,8/17/2005
Implantation or Injectable Dosage Form New Animal Drugs; Phenylbutazone Injection,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of an abbreviated new animal drug application (ANADA) filed by Sparhawk Laboratories, Inc. The ANADA provides for the veterinary prescription use of phenylbutazone injectable solution in horses for relief of inflammatory conditions associated with the musculoskeletal system.",70 FR 48272, 05-16240,https://www.federalregister.gov/documents/2005/08/17/05-16240/implantation-or-injectable-dosage-form-new-animal-drugs-phenylbutazone-injection,https://www.govinfo.gov/content/pkg/FR-2005-08-17/pdf/05-16240.pdf,8/17/2005
"Irradiation in the Production, Processing, and Handling of Food",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to provide for the safe use of ionizing radiation for control of Vibrio species and other foodborne pathogens in fresh or frozen molluscan shellfish (e.g., oysters, mussels, clams, etc.). This action is in response to a petition filed by the National Fisheries Institute and the Louisiana Department of Agriculture and Forestry.",70 FR 48057, 05-16279,https://www.federalregister.gov/documents/2005/08/16/05-16279/irradiation-in-the-production-processing-and-handling-of-food,https://www.govinfo.gov/content/pkg/FR-2005-08-16/pdf/05-16279.pdf,8/16/2005
Turtles Intrastate and Interstate Requirements,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending its regulation regarding the intrastate and interstate distribution of turtles to reflect a change in responsibility for administering the provisions of the regulations from FDA's Center for Food Safety and Applied Nutrition (CFSAN) to FDA's Center for Veterinary Medicine (CVM). FDA is taking this action to enable the agency to more effectively administer the provisions of this regulation.,70 FR 48073, 05-16142,https://www.federalregister.gov/documents/2005/08/16/05-16142/turtles-intrastate-and-interstate-requirements,https://www.govinfo.gov/content/pkg/FR-2005-08-16/pdf/05-16142.pdf,8/16/2005
"Animal Drugs, Feeds, and Related Products; Enrofloxacin for Poultry; Withdrawal of Approval of New Animal Drug Application",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations by removing the portions reflecting approval of a new animal drug application (NADA) for which FDA has withdrawn approval. NADA 140-828, sponsored by Bayer Corp., provides for use of enrofloxacin to treat poultry. In a notice published elsewhere in this issue of the Federal Register, FDA is announcing the availability of the final decision withdrawing approval of this NADA.",70 FR 44048, 05-15223,https://www.federalregister.gov/documents/2005/08/01/05-15223/animal-drugs-feeds-and-related-products-enrofloxacin-for-poultry-withdrawal-of-approval-of-new,https://www.govinfo.gov/content/pkg/FR-2005-08-01/pdf/05-15223.pdf,8/1/2005
New Animal Drugs for Use in Animal Feeds; Change of Sponsor,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect a change of sponsor for a new animal drug application (NADA) from North American Nutrition Companies, Inc., to Elanco Animal Health, A Division of Eli Lilly & Co.",70 FR 44049, 05-15161,https://www.federalregister.gov/documents/2005/08/01/05-15161/new-animal-drugs-for-use-in-animal-feeds-change-of-sponsor,https://www.govinfo.gov/content/pkg/FR-2005-08-01/pdf/05-15161.pdf,8/1/2005
Listing of Color Additives Exempt From Certification; Tomato Lycopene Extract and Tomato Lycopene Concentrate,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending the color additive regulations to provide for the safe use of tomato lycopene extract and tomato lycopene concentrate as color additives in foods. This action is in response to a petition filed by LycoRed Natural Products Industries.,70 FR 43043, 05-14631,https://www.federalregister.gov/documents/2005/07/26/05-14631/listing-of-color-additives-exempt-from-certification-tomato-lycopene-extract-and-tomato-lycopene,https://www.govinfo.gov/content/pkg/FR-2005-07-26/pdf/05-14631.pdf,7/26/2005
Oral Dosage Form New Animal Drugs; Tiamulin Liquid Concentrate,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of an abbreviated new animal drug application (ANADA) filed by Phoenix Scientific, Inc. The ANADA provides for use of tiamulin concentrate solution to prepare medicated drinking water for the treatment of swine dysentery and swine pneumonia.",70 FR 43045, 05-14696,https://www.federalregister.gov/documents/2005/07/26/05-14696/oral-dosage-form-new-animal-drugs-tiamulin-liquid-concentrate,https://www.govinfo.gov/content/pkg/FR-2005-07-26/pdf/05-14696.pdf,7/26/2005
Ophthalmic and Topical Dosage Form New Animal Drugs; Doramectin,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Pfizer, Inc. The supplemental NADA provides for a period of protection from reinfestation with two species of external parasites following topical administration of doramectin solution on cattle.",70 FR 43046, 05-14630,https://www.federalregister.gov/documents/2005/07/26/05-14630/ophthalmic-and-topical-dosage-form-new-animal-drugs-doramectin,https://www.govinfo.gov/content/pkg/FR-2005-07-26/pdf/05-14630.pdf,7/26/2005
Listing of Color Additives Exempt from Certification; Mica-Based Pearlescent Pigments,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the color additive regulations to provide for the safe use of mica-based pearlescent pigments as color additives in ingested drugs. This action is in response to a petition filed by EM Industries, Inc.",70 FR 42271, 05-14457,https://www.federalregister.gov/documents/2005/07/22/05-14457/listing-of-color-additives-exempt-from-certification-mica-based-pearlescent-pigments,https://www.govinfo.gov/content/pkg/FR-2005-07-22/pdf/05-14457.pdf,7/22/2005
Public Information Regulations,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending its public information regulations to implement more comprehensively the exemptions contained in the Freedom of Information Act (FOIA). This action incorporates exemptions one, two, and three of the FOIA into FDA's public information regulations. Exemption one applies to information that is classified in the interest of national defense or foreign policy. Exemption two applies to records that are related solely to an agency's internal personnel rules and practices. Exemption three incorporates the various nondisclosure provisions that are contained in other Federal statutes.",70 FR 41956, 05-14320,https://www.federalregister.gov/documents/2005/07/21/05-14320/public-information-regulations,https://www.govinfo.gov/content/pkg/FR-2005-07-21/pdf/05-14320.pdf,7/21/2005
