title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Uniform Compliance Date for Food Labeling Regulations,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is establishing January 1, 2028, as the uniform compliance date for food labeling regulations that are published on or after January 1, 2025, and on or before December 31, 2026. We periodically announce uniform compliance dates for new food labeling requirements to minimize the economic impact of labeling changes.",89 FR 106996, 2024-31419,https://www.federalregister.gov/documents/2024/12/31/2024-31419/uniform-compliance-date-for-food-labeling-regulations,https://www.govinfo.gov/content/pkg/FR-2024-12-31/pdf/2024-31419.pdf,12/31/2024
Name Change From Office of Child Support Enforcement to Office of Child Support Services,Rule,Health and Human Services Department; Children and Families Administration,"In an effort to make child support regulations consistent with recent rulemaking and updated Tribal child support processes and reporting, this direct final rule (DFR) makes technical updates reflect the current name of the child support program, Office of Child Support Services (OCSS). This is a conforming update to align with the Federal Register notice changing the office's name in the Statement of Organization, Functions, and Delegations of Authority that was published on June 5, 2023, and updates based on the Elimination of the Tribal Non-Federal Share Requirement final rule issued on February 12, 2024.",89 FR 107015, 2024-30987,https://www.federalregister.gov/documents/2024/12/31/2024-30987/name-change-from-office-of-child-support-enforcement-to-office-of-child-support-services,https://www.govinfo.gov/content/pkg/FR-2024-12-31/pdf/2024-30987.pdf,12/31/2024
Medicare Program: Appeal Rights for Certain Changes in Patient Status and Changes to the Medicare Claims and Medicare Prescription Drug Coverage Determination Appeals Procedures; Correcting Amendment,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This document corrects technical errors in the final rule that appeared in the October 15, 2024, Federal Register titled ""Medicare Program: Appeal Rights for Certain Changes in Patient Status."" It also corrects technical errors in the final rule that appeared in the May 7, 2019, Federal Register titled ""Medicare Program; Changes to the Medicare Claims and Medicare Prescription Drug Coverage Determination Appeals Procedures.""",89 FR 106362, 2024-31146,https://www.federalregister.gov/documents/2024/12/30/2024-31146/medicare-program-appeal-rights-for-certain-changes-in-patient-status-and-changes-to-the-medicare,https://www.govinfo.gov/content/pkg/FR-2024-12-30/pdf/2024-31146.pdf,12/30/2024
Adoption and Foster Care Analysis and Reporting System; Correction,Rule,Health and Human Services Department; Children and Families Administration,"ACF is correcting a final rule (FR) that was published in the Federal Register on December 5, 2024, with an effective date of February 3, 2025. This rule finalizes revisions to the Adoption and Foster Care Analysis and Reporting System (AFCARS) regulations proposed on February 23, 2024. This final rule requires state title IV-E agencies to collect and report to ACF additional data related to the Indian Child Welfare Act of 1978 (ICWA) for children in the AFCARS Out- of-Home Care Reporting Population. This correction provides that this final rule will be effective 30 days after its publication in accordance with the Administrative Procedure Act.",89 FR 106364, 2024-31238,https://www.federalregister.gov/documents/2024/12/30/2024-31238/adoption-and-foster-care-analysis-and-reporting-system-correction,https://www.govinfo.gov/content/pkg/FR-2024-12-30/pdf/2024-31238.pdf,12/30/2024
Food Labeling: Nutrient Content Claims; Definition of Term “Healthy”,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is issuing this final rule updating the definition for the implied nutrient content claim ""healthy"" to be consistent with current nutrition science and Federal dietary guidance, especially the Dietary Guidelines for Americans (Dietary Guidelines), regarding how consumers can maintain healthy dietary practices. This final rule revises the requirements for when the term ""healthy"" can be used as an implied nutrient content claim in the labeling of human food products to help consumers identify foods that are particularly useful as the foundation of a nutritious diet that is consistent with dietary recommendations.",89 FR 106064, 2024-29957,https://www.federalregister.gov/documents/2024/12/27/2024-29957/food-labeling-nutrient-content-claims-definition-of-term-healthy,https://www.govinfo.gov/content/pkg/FR-2024-12-27/pdf/2024-29957.pdf,12/27/2024
Select Agent: Modified Junín Virus Vaccine Strain,Rule,Health and Human Services Department,"The Centers for Disease Control and Prevention (CDC), located within the Department of Health and Human Services (HHS), has determined that a previously excluded attenuated strain, Jun[iacute]n virus vaccine strain Candid No.1, has key attenuating mutations in the glycoprotein envelope at GP1 T168A and GP2 F427I. Revertants at either of these positions have increased pathogenicity and virulence. Therefore, Jun[iacute]n virus vaccine strain Candid No. 1 containing GP1 168T and/or GP2 427F is a select agent and is subject to the select agent and toxin regulations.",89 FR 104888, 2024-30568,https://www.federalregister.gov/documents/2024/12/26/2024-30568/select-agent-modified-junn-virus-vaccine-strain,https://www.govinfo.gov/content/pkg/FR-2024-12-26/pdf/2024-30568.pdf,12/26/2024
Nonprescription Drug Product With an Additional Condition for Nonprescription Use,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, the Agency, or we) is issuing a final rule to establish requirements for a nonprescription drug product with an additional condition for nonprescription use (ACNU). A nonprescription drug product with an ACNU is a drug product that could be marketed without a prescription if an applicant implements an additional condition to ensure appropriate self-selection or appropriate actual use, or both, by consumers without the supervision of a practitioner licensed by law to administer such drug. The final rule is intended to increase options for applicants to develop and market safe and effective nonprescription drug products and increase consumer access to appropriate, safe, and effective drug products, which could improve public health.",89 FR 105288, 2024-30261,https://www.federalregister.gov/documents/2024/12/26/2024-30261/nonprescription-drug-product-with-an-additional-condition-for-nonprescription-use,https://www.govinfo.gov/content/pkg/FR-2024-12-26/pdf/2024-30261.pdf,12/26/2024
Investigations of Child Abuse and Neglect Rule; Correction,Rule,Health and Human Services Department; Children and Families Administration,"ORR is correcting an interim rule (IFR) that was published in the Federal Register on November 27, 2024 with an effective date of December 27, 2024. The Investigations of Child Abuse and Neglect IFR provides standards and processes for ORR to apply when it conducts investigations into allegations of child abuse and neglect that occur in certain care provider facilities funded by ORR to provide residential and other services for unaccompanied children; describes a process for appeal and review of substantiated allegations; and establishes an ORR Central Registry to list individuals with certain findings of child abuse and neglect that have been substantiated and sustained after exhausting the appeal and review process.",89 FR 104890, 2024-30755,https://www.federalregister.gov/documents/2024/12/26/2024-30755/investigations-of-child-abuse-and-neglect-rule-correction,https://www.govinfo.gov/content/pkg/FR-2024-12-26/pdf/2024-30755.pdf,12/26/2024
Privacy Act; Implementation,Rule,Health and Human Services Department,"In accordance with subsection (k)(2) of the Privacy Act of 1974, as amended (the Privacy Act or the Act), the Department of Health and Human Services (HHS or Department) is exempting a new system of records maintained by the Administration for Children and Families (ACF), Office of Refugee Resettlement (ORR), Unaccompanied Children Bureau (UCB), System No. 09-80-0323, ""ORR Unaccompanied Children Bureau (UCB) Child Abuse or Neglect Investigation Records and Central Registry,"" from certain requirements of the Privacy Act.",89 FR 104450, 2024-30311,https://www.federalregister.gov/documents/2024/12/23/2024-30311/privacy-act-implementation,https://www.govinfo.gov/content/pkg/FR-2024-12-23/pdf/2024-30311.pdf,12/23/2024
Medicare Program; Calendar Year (CY) 2025 Home Health Prospective Payment System (HH PPS) Rate Update; HH Quality Reporting Program Requirements; HH Value-Based Purchasing Expanded Model Requirements; Home Intravenous Immune Globulin (IVIG) Items and Services Rate Update; and Other Medicare Policies; Correction,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This document corrects technical errors in the final rule that appeared in the November 7, 2024, Federal Register titled ""Medicare Program; Calendar Year (CY) 2025 Home Health Prospective Payment System (HH PPS) Rate Update; HH Quality Reporting Program Requirements; HH Value-Based Purchasing Expanded Model Requirements; Home Intravenous Immune Globulin (IVIG) Items and Services Rate Update; and Other Medicare Policies"".",89 FR 104064, 2024-30169,https://www.federalregister.gov/documents/2024/12/20/2024-30169/medicare-program-calendar-year-cy-2025-home-health-prospective-payment-system-hh-pps-rate-update-hh,https://www.govinfo.gov/content/pkg/FR-2024-12-20/pdf/2024-30169.pdf,12/20/2024
"Possession, Use, and Transfer of Select Agents and Toxins; Biennial Review of the List of Select Agents and Toxins",Rule,Health and Human Services Department,"This rule finalizes updates to the HHS list of select agents and toxins that could pose a severe threat to public health and safety. These updates were proposed along with other changes to the select agent and toxin regulations, which will be addressed in a separate regulatory action. In a companion document published in this issue of the Federal Register, the U.S. Department of Agriculture (USDA) is making parallel regulatory changes.",89 FR 101941, 2024-29583,https://www.federalregister.gov/documents/2024/12/17/2024-29583/possession-use-and-transfer-of-select-agents-and-toxins-biennial-review-of-the-list-of-select-agents,https://www.govinfo.gov/content/pkg/FR-2024-12-17/pdf/2024-29583.pdf,12/17/2024
"Health Data, Technology, and Interoperability: Protecting Care Access",Rule,Health and Human Services Department; Office of the Secretary,"This final rule has finalized certain proposals from the Health Data, Technology, and Interoperability: Patient Engagement, Information Sharing, and Public Health Interoperability Proposed Rule (HTI-2 Proposed Rule) and in doing so supports the access, exchange, and use of electronic health information. Specifically, this final rule amends the information blocking regulations to revise two existing information blocking exceptions and establish an additional reasonable and necessary activity that does not constitute information blocking referred to as the Protecting Care Access Exception.",89 FR 102512, 2024-29683,https://www.federalregister.gov/documents/2024/12/17/2024-29683/health-data-technology-and-interoperability-protecting-care-access,https://www.govinfo.gov/content/pkg/FR-2024-12-17/pdf/2024-29683.pdf,12/17/2024
"Health Data, Technology, and Interoperability: Trusted Exchange Framework and Common Agreement (TEFCA)",Rule,Health and Human Services Department; Office of the Secretary,"This final rule has finalized certain proposals from a proposed rule published in August 2024 and in doing so advances interoperability and supports the access, exchange, and use of electronic health information. Specifically, this final rule amends the information blocking regulations by including definitions related to the Trusted Exchange Framework and Common Agreement (TEFCA) Manner Exception. It also implements provisions related to the TEFCA, which will support the reliability, privacy, security, and trust within TEFCA. Lastly, this final rule includes corrections and updates to current regulatory provisions of the Office of the National Coordinator for Health Information Technology (ONC) Health IT Certification Program.",89 FR 101772, 2024-29163,https://www.federalregister.gov/documents/2024/12/16/2024-29163/health-data-technology-and-interoperability-trusted-exchange-framework-and-common-agreement-tefca,https://www.govinfo.gov/content/pkg/FR-2024-12-16/pdf/2024-29163.pdf,12/16/2024
Administrative Simplification: Modifications of Health Insurance Portability and Accountability Act of 1996 (HIPAA) National Council for Prescription Drug Programs (NCPDP) Retail Pharmacy Standards; and Modification of the Medicaid Pharmacy Subrogation Standard,Rule,Health and Human Services Department; Office of the Secretary,This final rule adopts updated versions of the retail pharmacy standards for electronic transactions adopted under the Administrative Simplification subtitle of the Health Insurance Portability and Accountability Act of 1996 (HIPAA). These updated versions are modifications to the currently adopted standards for the following retail pharmacy transactions: health care claims or equivalent encounter information; eligibility for a health plan; referral certification and authorization; and coordination of benefits. This final rule also adopts a modification to the standard for the Medicaid pharmacy subrogation transaction.,89 FR 100763, 2024-29138,https://www.federalregister.gov/documents/2024/12/13/2024-29138/administrative-simplification-modifications-of-health-insurance-portability-and-accountability-act,https://www.govinfo.gov/content/pkg/FR-2024-12-13/pdf/2024-29138.pdf,12/13/2024
Employment and Training Services for Noncustodial Parents in the Child Support Program,Rule,Health and Human Services Department; Children and Families Administration,"In an effort to make the child support program more effective, OCSS (or the Office) issues this final rule to allow State and Tribal child support agencies the option to use Federal financial participation (FFP) available under title IV-D of the Social Security Act to provide the following employment and training services to eligible noncustodial parents: job search assistance; job readiness training; job development and job placement services; skills assessments; job retention services; work supports; and occupational training and other skills training directly related to employment.",89 FR 100789, 2024-29081,https://www.federalregister.gov/documents/2024/12/13/2024-29081/employment-and-training-services-for-noncustodial-parents-in-the-child-support-program,https://www.govinfo.gov/content/pkg/FR-2024-12-13/pdf/2024-29081.pdf,12/13/2024
Clinical Trials Registration and Results Information Submission,Rule,Health and Human Services Department,"The Department of Health and Human Services (HHS), through the National Institutes of Health (NIH), is amending its regulation governing clinical trials registration and results information submission to update throughout the regulation the internet web address or uniform resource locator (URL) of the site that provides information about formatting of information for submission, procedures, and tools as specified in the regulation.",89 FR 97558, 2024-28475,https://www.federalregister.gov/documents/2024/12/09/2024-28475/clinical-trials-registration-and-results-information-submission,https://www.govinfo.gov/content/pkg/FR-2024-12-09/pdf/2024-28475.pdf,12/09/2024
Medicare and Medicaid Programs; CY 2025 Payment Policies Under the Physician Fee Schedule and Other Changes to Part B Payment and Coverage Policies; Medicare Shared Savings Program Requirements; Medicare Prescription Drug Inflation Rebate Program; and Medicare Overpayments,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This final rule addresses: changes to the physician fee schedule (PFS); other changes to Medicare Part B payment policies to ensure that payment systems are updated to reflect changes in medical practice, relative value of services, and changes in the statute; codification of establishment of new policies for, the Medicare Prescription Drug Inflation Rebate Program under the Inflation Reduction Act of 2022; updates to the Medicare Diabetes Prevention Program expanded model; payment for dental services inextricably linked to specific covered medical services; updates to drugs and biological products paid under Part B including immunosuppressive drugs and clotting factors; Medicare Shared Savings Program requirements; updates to the Quality Payment Program; Medicare coverage of opioid use disorder services furnished by opioid treatment programs; updates to policies for Rural Health Clinics and Federally Qualified Health Centers; electronic prescribing for controlled substances for a covered Part D drug under a prescription drug plan or a Medicare Advantage Prescription Drug (MA-PD) plan under the Substance Use-Disorder Prevention that Promotes Opioid Recovery and Treatment for Patients and Communities Act (SUPPORT Act); update to the Ambulance Fee Schedule regulations; codification of the Inflation Reduction Act and Consolidated Appropriations Act, 2023 provisions; updates to Clinical Laboratory Fee Schedule regulations; updates to the diabetes payment structure and PHE flexibilities; expansion of colorectal cancer screening and Hepatitis B vaccine coverage and payment; establishing payment for drugs covered as additional preventive services; Medicare Parts A and B Overpayment Provisions of the Affordable Care Act and Medicare Parts C and D Overpayment Provisions of the Affordable Care Act.",89 FR 97710, 2024-25382,https://www.federalregister.gov/documents/2024/12/09/2024-25382/medicare-and-medicaid-programs-cy-2025-payment-policies-under-the-physician-fee-schedule-and-other,https://www.govinfo.gov/content/pkg/FR-2024-12-09/pdf/2024-25382.pdf,12/09/2024
Adoption and Foster Care Analysis and Reporting System,Rule,Health and Human Services Department; Children and Families Administration,"This rule finalizes revisions to the Adoption and Foster Care Analysis and Reporting System (AFCARS) regulations proposed on February 23, 2024. This final rule requires state title IV-E agencies to collect and report to ACF additional data related to the Indian Child Welfare Act of 1978 (ICWA) for children in the AFCARS Out-of-Home Care Reporting Population.",89 FR 96569, 2024-28072,https://www.federalregister.gov/documents/2024/12/05/2024-28072/adoption-and-foster-care-analysis-and-reporting-system,https://www.govinfo.gov/content/pkg/FR-2024-12-05/pdf/2024-28072.pdf,12/05/2024
National Institute on Minority Health and Health Disparities Research Endowment Programs,Rule,Health and Human Services Department,"The Department of Health and Human Services (HHS or Department), through the National Institutes of Health (NIH), is amending the regulation governing the National Institute on Minority Health and Health Disparities (NIMHD) Research Endowment Programs (REP) to update the heading of the regulation to reflect the new name of the program, the eligibility requirements for the program to indicate the new expanded eligibility for research endowment awards that is mandated by statute, the heading of one section of the regulation, and certain references to regulations and policies cited in the regulation that apply to program grant awards.",89 FR 96119, 2024-28082,https://www.federalregister.gov/documents/2024/12/04/2024-28082/national-institute-on-minority-health-and-health-disparities-research-endowment-programs,https://www.govinfo.gov/content/pkg/FR-2024-12-04/pdf/2024-28082.pdf,12/04/2024
Medicare Program; Alternative Payment Model Updates and the Increasing Organ Transplant Access (IOTA) Model,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This final rule describes a new mandatory alternative payment model, the Increasing Organ Transplant Access Model (IOTA Model), that will test whether performance-based upside risk payments or downside risk payments paid to or owed by participating kidney transplant hospitals increase access to kidney transplants for patients with end- stage renal disease (ESRD) while preserving or enhancing the quality of care and reducing Medicare expenditures. This final rule also adopts standard provisions that will apply to the Radiation Oncology Model, the End-Stage Renal Disease (ESRD) Treatment Choices Model, and mandatory Innovation Center models, including the IOTA Model, whose first performance period begins on or after January 1, 2025. The finalized standard provisions relate to beneficiary protections; cooperation in model evaluation and monitoring; audits and records retention; rights in data and intellectual property; monitoring and compliance; remedial action; model termination by CMS; limitations on review; miscellaneous provisions on bankruptcy and other notifications; and the reconsideration review process.",89 FR 96280, 2024-27841,https://www.federalregister.gov/documents/2024/12/04/2024-27841/medicare-program-alternative-payment-model-updates-and-the-increasing-organ-transplant-access-iota,https://www.govinfo.gov/content/pkg/FR-2024-12-04/pdf/2024-27841.pdf,12/04/2024
New Animal Drugs; Approval of New Animal Drug Applications; Withdrawal of Approval of New Animal Drug Applications; Change of Sponsor,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is amending the animal drug regulations to reflect application-related actions for new animal drug applications (NADAs) and abbreviated new animal drug applications (ANADAs) during July, August, and September 2024. The animal drug regulations are also being amended to improve their accuracy and readability.",89 FR 95101, 2024-28061,https://www.federalregister.gov/documents/2024/12/02/2024-28061/new-animal-drugs-approval-of-new-animal-drug-applications-withdrawal-of-approval-of-new-animal-drug,https://www.govinfo.gov/content/pkg/FR-2024-12-02/pdf/2024-28061.pdf,12/02/2024
Final Scientific Integrity Policy; Withdrawal,Rule,Health and Human Services Department,The Department of Health and Human Services (HHS) is withdrawing the Federal Register document published at 89 FR 92830. The HHS Scientific Integrity Policy remains in effect.,89 FR 95136, 2024-28128,https://www.federalregister.gov/documents/2024/12/02/2024-28128/final-scientific-integrity-policy-withdrawal,https://www.govinfo.gov/content/pkg/FR-2024-12-02/pdf/2024-28128.pdf,12/02/2024
Organ Procurement and Transplantation: Implementation of the HIV Organ Policy Equity (HOPE) Act,Rule,Health and Human Services Department,"The Department of Health and Human Services (HHS) amends the regulations implementing the National Organ Transplant Act of 1984, as amended (NOTA), to remove clinical research and institutional review board (IRB) requirements (""research and IRB requirements"") for transplantation of kidneys and livers from donors with human immunodeficiency virus (HIV) to recipients with HIV. As allowed by the HIV Organ Policy Equity (HOPE) Act, the Secretary of HHS determines that participation in such clinical research should no longer be a requirement for transplantation of kidneys and livers from donors with HIV to recipients with HIV. This final rule serves as publication of the Secretary's determination and amends the regulations to reflect this determination. This final rule also serves as publication of the Secretary's direction to the Organ Procurement and Transplantation Network (OPTN) to adopt and use standards of quality with respect to kidneys and livers from donors with HIV to ensure that HOPE Act kidney and liver transplants are subject to OPTN policies that are consistent with NOTA, and in a way that ensures the revised requirements for transplantation of such organs will not reduce the safety of organ transplantation.",89 FR 93484, 2024-27410,https://www.federalregister.gov/documents/2024/11/27/2024-27410/organ-procurement-and-transplantation-implementation-of-the-hiv-organ-policy-equity-hope-act,https://www.govinfo.gov/content/pkg/FR-2024-11-27/pdf/2024-27410.pdf,11/27/2024
Investigations of Child Abuse and Neglect Rule,Rule,Health and Human Services Department; Children and Families Administration,"This IFR describes how ORR shall investigate and substantiate allegations of child abuse and neglect occurring in certain ORR care provider facilities, and maintain a registry of perpetrators relating to certain sustained allegations.",89 FR 93498, 2024-27626,https://www.federalregister.gov/documents/2024/11/27/2024-27626/investigations-of-child-abuse-and-neglect-rule,https://www.govinfo.gov/content/pkg/FR-2024-11-27/pdf/2024-27626.pdf,11/27/2024
