title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Accreditation of Third-Party Certification Bodies To Conduct Food Safety Audits and To Issue Certifications,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is adopting regulations to provide for accreditation of third-party certification bodies to conduct food safety audits of foreign food entities, including registered foreign food facilities, and to issue food and facility certifications, under the FDA Food Safety Modernization Act (FSMA). These certifications will be required for participation in the voluntary qualified importer program (VQIP) established under the Federal Food, Drug, and Cosmetic Act (FD&C Act). In addition, when the Agency has determined that an imported food is subject to certification under FSMA, the Agency may require a certification under this rule as a condition for admitting the food into the United States. FDA also expects that these regulations will increase efficiency by reducing the number of redundant food safety audits.",80 FR 74570, 2015-28160,https://www.federalregister.gov/documents/2015/11/27/2015-28160/accreditation-of-third-party-certification-bodies-to-conduct-food-safety-audits-and-to-issue,https://www.govinfo.gov/content/pkg/FR-2015-11-27/pdf/2015-28160.pdf,11/27/2015
New Animal Drugs in Genetically Engineered Animals; opAFP-GHc2 Recombinant Deoxyribonucleic Acid Construct,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, the Agency) is amending the animal drug regulations to reflect the approval of a new animal drug application (NADA) filed by AquaBounty Technologies, Inc. The NADA provides for use of a recombinant deoxyribonucleic acid (rDNA) gene construct in a lineage of genetically engineered Atlantic salmon.",80 FR 73104, 2015-29902,https://www.federalregister.gov/documents/2015/11/24/2015-29902/new-animal-drugs-in-genetically-engineered-animals-opafp-ghc2-recombinant-deoxyribonucleic-acid,https://www.govinfo.gov/content/pkg/FR-2015-11-24/pdf/2015-29902.pdf,11/24/2015
Medical Devices; Gastroenterology-Urology Devices; Classification of the Prostate Lesion Documentation System,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is classifying the prostate lesion documentation system into class II (special controls). The special controls that will apply to the device are identified in this order and will be part of the codified language for the prostate lesion documentation system classification. The Agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device.,80 FR 72899, 2015-29632,https://www.federalregister.gov/documents/2015/11/23/2015-29632/medical-devices-gastroenterology-urology-devices-classification-of-the-prostate-lesion-documentation,https://www.govinfo.gov/content/pkg/FR-2015-11-23/pdf/2015-29632.pdf,11/23/2015
Artificially Sweetened Fruit Jelly and Artificially Sweetened Fruit Preserves and Jams; Revocation of Standards of Identity,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is revoking the standards of identity for artificially sweetened jelly, preserves, and jams. We are taking this action primarily in response to a citizen petition submitted by the International Jelly and Preserve Association (IJPA). We also are taking this action because these standards are obsolete and unnecessary in light of our regulations for foods named by use of a nutrient content claim and a standardized term. This action will promote honesty and fair dealing in the interest of consumers.",80 FR 72581, 2015-29631,https://www.federalregister.gov/documents/2015/11/20/2015-29631/artificially-sweetened-fruit-jelly-and-artificially-sweetened-fruit-preserves-and-jams-revocation-of,https://www.govinfo.gov/content/pkg/FR-2015-11-20/pdf/2015-29631.pdf,11/20/2015
Dental Devices; Reclassification of Electrical Salivary Stimulator System,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is issuing a final order to reclassify the salivary stimulator system, a postamendments Class III device, into class II (special controls) and to rename the device the ""electrical salivary stimulator system."" The Agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device.",80 FR 72585, 2015-29638,https://www.federalregister.gov/documents/2015/11/20/2015-29638/dental-devices-reclassification-of-electrical-salivary-stimulator-system,https://www.govinfo.gov/content/pkg/FR-2015-11-20/pdf/2015-29638.pdf,11/20/2015
Medical Devices; General Hospital and Personal Use Devices; Classification of the Ultraviolet Radiation Chamber Disinfection Device,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or the Agency) is classifying the ultraviolet (UV) radiation chamber disinfection device into class II (special controls). The special controls that will apply to the device are identified in this order and will be part of the codified language for the UV radiation chamber disinfection device classification. The Agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device.,80 FR 72587, 2015-29660,https://www.federalregister.gov/documents/2015/11/20/2015-29660/medical-devices-general-hospital-and-personal-use-devices-classification-of-the-ultraviolet,https://www.govinfo.gov/content/pkg/FR-2015-11-20/pdf/2015-29660.pdf,11/20/2015
Medical Devices; Exemption From Premarket Notification; Class II Devices; Electric Positioning Chair,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) is publishing an order granting a petition requesting exemption from premarket notification requirements for electric positioning chair devices. An electric positioning chair is a device with a motorized positioning control that is intended for medical purposes and that can be adjusted to various positions. These devices are used to provide stability for patients with athetosis (involuntary spasms) and to alter postural positions. This order exempts electric positioning chairs, class II devices, from premarket notification, subject to certain conditions for exemption. This exemption from premarket notification, subject to these conditions (and the limitations in the physical medicine devices limitations of exemptions from premarket notification section of the device regulations), is immediately in effect for electric positioning chairs. FDA is publishing this order in accordance with the exemption from class II premarket notification section of the Federal Food, Drug, and Cosmetic Act (the FD&C Act).",80 FR 72589, 2015-29633,https://www.federalregister.gov/documents/2015/11/20/2015-29633/medical-devices-exemption-from-premarket-notification-class-ii-devices-electric-positioning-chair,https://www.govinfo.gov/content/pkg/FR-2015-11-20/pdf/2015-29633.pdf,11/20/2015
"Current Good Manufacturing Practice, Hazard Analysis, and Risk-Based Preventive Controls for Human Food; Clarification of Compliance Date for Certain Food Establishments",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is clarifying the compliance date that we provided for certain food establishments subject to a final rule that published in the Federal Register of September 17, 2015. Among other things, that final rule amended our regulation for current good manufacturing practice in manufacturing, packing, or holding human food to modernize it, and to add requirements for domestic and foreign facilities that are required to register under the Federal Food, Drug, and Cosmetic Act (the FD&C Act) to establish and implement hazard analysis and risk-based preventive controls for human food. We are taking this action in response to requests for clarification of the compliance date for facilities that manufacture, process, pack, or hold grade ""A"" milk or milk products and that are regulated under the National Conference on Interstate Milk Shipments (NCIMS) system.",80 FR 71934, 2015-29340,https://www.federalregister.gov/documents/2015/11/18/2015-29340/current-good-manufacturing-practice-hazard-analysis-and-risk-based-preventive-controls-for-human,https://www.govinfo.gov/content/pkg/FR-2015-11-18/pdf/2015-29340.pdf,11/18/2015
National Environmental Policy Act; Environmental Assessments for Tobacco Products; Categorical Exclusions; Correction,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is correcting the preamble to a final rule that appeared in the Federal Register of September 24, 2015. This final rule provided FDA with categorical exclusions from the requirement to prepare environmental assessments for certain actions regarding the marketing of tobacco products under the Family Smoking Prevention and Tobacco Control Act (Tobacco Control Act). The final rule also included amendments to certain environmental impact regulations to include tobacco products, where appropriate, in light of its authority under the Tobacco Control Act. The document published with technical errors in reference numbers cited in the document. This document corrects those errors. We are placing a corrected copy of the rule in the docket.",80 FR 70679, 2015-28848,https://www.federalregister.gov/documents/2015/11/16/2015-28848/national-environmental-policy-act-environmental-assessments-for-tobacco-products-categorical,https://www.govinfo.gov/content/pkg/FR-2015-11-16/pdf/2015-28848.pdf,11/16/2015
Medical Devices; Immunology and Microbiology Devices; Classification of Gastrointestinal Microorganism Multiplex Nucleic Acid-Based Assay,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is classifying a gastrointestinal microorganism multiplex nucleic acid-based assay into class II (special controls). The Agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device.,80 FR 67313, 2015-27817,https://www.federalregister.gov/documents/2015/11/02/2015-27817/medical-devices-immunology-and-microbiology-devices-classification-of-gastrointestinal-microorganism,https://www.govinfo.gov/content/pkg/FR-2015-11-02/pdf/2015-27817.pdf,11/2/2015
Listing of Color Additives Exempt From Certification; Spirulina Extract; Confirmation of Effective Date,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is confirming the effective date of September 22, 2015, for the final rule that appeared in the Federal Register of August 21, 2015, and that amended the color additive regulations to expand the permitted use of spirulina extract as a color additive to include use in coating formulations applied to dietary supplement and drug tablets and capsules.",80 FR 66415, 2015-27369,https://www.federalregister.gov/documents/2015/10/29/2015-27369/listing-of-color-additives-exempt-from-certification-spirulina-extract-confirmation-of-effective,https://www.govinfo.gov/content/pkg/FR-2015-10-29/pdf/2015-27369.pdf,10/29/2015
Medical Devices; Immunology and Microbiology Devices; Classification of Autosomal Recessive Carrier Screening Gene Mutation Detection System,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) has classified an autosomal recessive carrier screening gene mutation detection system into class II (special controls). The special controls that apply to this device are identified in this order and will be part of the codified language for the autosomal recessive carrier screening gene mutation detection system classification. The Agency has classified the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device.,80 FR 65626, 2015-27197,https://www.federalregister.gov/documents/2015/10/27/2015-27197/medical-devices-immunology-and-microbiology-devices-classification-of-autosomal-recessive-carrier,https://www.govinfo.gov/content/pkg/FR-2015-10-27/pdf/2015-27197.pdf,10/27/2015
Medical Devices; Cardiovascular Devices; Classification of the Coronary Vascular Physiologic Simulation Software Device,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is classifying the coronary vascular physiologic simulation software device into class II (special controls). The special controls that will apply to the device are identified in this order and will be part of the codified language for the coronary vascular physiologic simulation software device's classification. The Agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device.,80 FR 63671, 2015-26658,https://www.federalregister.gov/documents/2015/10/21/2015-26658/medical-devices-cardiovascular-devices-classification-of-the-coronary-vascular-physiologic,https://www.govinfo.gov/content/pkg/FR-2015-10-21/pdf/2015-26658.pdf,10/21/2015
Infant Formula: The Addition of Minimum and Maximum Levels of Selenium to Infant Formula and Related Labeling Requirements; Confirmation of Effective Date,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is confirming the effective date of June 22, 2016, for the final rule that appeared in the Federal Register of June 23, 2015. The final rule amended the regulations on nutrient specifications and labeling for infant formula to add the mineral selenium to the list of required nutrients and to establish minimum and maximum levels of selenium in infant formula.",80 FR 61293, 2015-25960,https://www.federalregister.gov/documents/2015/10/13/2015-25960/infant-formula-the-addition-of-minimum-and-maximum-levels-of-selenium-to-infant-formula-and-related,https://www.govinfo.gov/content/pkg/FR-2015-10-13/pdf/2015-25960.pdf,10/13/2015
New Animal Drugs; Approval of New Animal Drug Applications; Withdrawal of Approval of a New Animal Drug Application; Change of Sponsor; Change of Sponsor's Address,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect application-related actions for new animal drug applications (NADAs) and abbreviated new animal drug applications (ANADAs) during July and August 2015. FDA is also informing the public of the availability of summaries of the basis of approval and of environmental review documents, where applicable. The animal drug regulations are also being amended to reflect a change of sponsor, a change of sponsor's address, a revised food safety warning, the voluntary withdrawal of approval of an NADA, and a technical amendment. This technical amendment is being made to improve the accuracy of the regulations.",80 FR 61293, 2015-25918,https://www.federalregister.gov/documents/2015/10/13/2015-25918/new-animal-drugs-approval-of-new-animal-drug-applications-withdrawal-of-approval-of-a-new-animal,https://www.govinfo.gov/content/pkg/FR-2015-10-13/pdf/2015-25918.pdf,10/13/2015
New Animal Drugs for Use in Animal Feed; Withdrawal of Approval of a New Animal Drug Application; Penicillin G Procaine,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is withdrawing approval of a new animal drug application (NADA) providing for the use of penicillin G procaine in medicated feed of poultry and swine. This action is being taken at the sponsor's request because this product is no longer manufactured or marketed.,80 FR 61298, 2015-25919,https://www.federalregister.gov/documents/2015/10/13/2015-25919/new-animal-drugs-for-use-in-animal-feed-withdrawal-of-approval-of-a-new-animal-drug-application,https://www.govinfo.gov/content/pkg/FR-2015-10-13/pdf/2015-25919.pdf,10/13/2015
"Physical Medicine Devices; Reclassification of Shortwave Diathermy for All Other Uses, Henceforth To Be Known as Nonthermal Shortwave Therapy",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is issuing a final order to reclassify shortwave diathermy (SWD) for all other uses, a preamendments class III device, into class II (special controls), and to rename the device ""nonthermal shortwave therapy"" (SWT). FDA is also making a technical correction in the regulation for the carrier frequency for SWD and SWT devices.",80 FR 61298, 2015-25923,https://www.federalregister.gov/documents/2015/10/13/2015-25923/physical-medicine-devices-reclassification-of-shortwave-diathermy-for-all-other-uses-henceforth-to,https://www.govinfo.gov/content/pkg/FR-2015-10-13/pdf/2015-25923.pdf,10/13/2015
Listing of Color Additives Exempt From Certification; Mica-Based Pearlescent Pigments,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (""FDA"" or ""we"") is amending the color additive regulations to provide for the safe use of mica-based pearlescent pigments prepared from titanium dioxide and mica as color additives in certain distilled spirits. This action is in response to a color additive petition (CAP) submitted by E. & J. Gallo Winery.",80 FR 58600, 2015-24795,https://www.federalregister.gov/documents/2015/09/30/2015-24795/listing-of-color-additives-exempt-from-certification-mica-based-pearlescent-pigments,https://www.govinfo.gov/content/pkg/FR-2015-09-30/pdf/2015-24795.pdf,9/30/2015
Veterinary Feed Directive Regulation Questions and Answers; Small Entity Compliance Guide; Guidance for Industry; Availability,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is announcing the availability of a small entity compliance guide and guidance for industry #120 entitled ""Veterinary Feed Directive Regulation Questions and Answers."" This guidance aids industry in complying with the requirements of the Veterinary Feed Directive (VFD) final rule that published in the Federal Register on June 3, 2015. The purpose of this document is to describe the Veterinary Feed Directive requirements for veterinarians, feed manufacturers and other distributors, animal producers, and other parties involved in the distribution or use of medicated feed containing a Veterinary Feed Directive drug (VFD feed).",80 FR 58602, 2015-24685,https://www.federalregister.gov/documents/2015/09/30/2015-24685/veterinary-feed-directive-regulation-questions-and-answers-small-entity-compliance-guide-guidance,https://www.govinfo.gov/content/pkg/FR-2015-09-30/pdf/2015-24685.pdf,9/30/2015
Medical Devices; Cardiovascular Devices; Classification of the Steerable Cardiac Ablation Catheter Remote Control System,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is classifying the steerable cardiac ablation catheter remote control system into class II (special controls). The special controls that will apply to the device are identified in this order and will be part of the codified language for the steerable cardiac ablation catheter remote control system's classification. The Agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device.,80 FR 58603, 2015-24624,https://www.federalregister.gov/documents/2015/09/30/2015-24624/medical-devices-cardiovascular-devices-classification-of-the-steerable-cardiac-ablation-catheter,https://www.govinfo.gov/content/pkg/FR-2015-09-30/pdf/2015-24624.pdf,9/30/2015
National Environmental Policy Act; Environmental Assessments for Tobacco Products; Categorical Exclusions,Rule,Health and Human Services Department; Food and Drug Administration,"In accordance with the National Environmental Policy Act of 1969 (NEPA) and the Council on Environmental Quality (CEQ) Regulations Implementing NEPA (CEQ regulations), the Food and Drug Administration (FDA or the Agency) is issuing a final rule to revise its NEPA implementing regulations to provide categorical exclusions for certain actions related to substantial equivalence (SE) reports, SE exemption requests, and tobacco product applications, and the rescission (order withdrawing an order) or suspension of orders regarding the marketing of tobacco products under the Family Smoking Prevention and Tobacco Control Act (Tobacco Control Act). FDA is also amending its NEPA implementing regulations to include tobacco products, where appropriate, in light of its new authority under the Tobacco Control Act.",80 FR 57531, 2015-24219,https://www.federalregister.gov/documents/2015/09/24/2015-24219/national-environmental-policy-act-environmental-assessments-for-tobacco-products-categorical,https://www.govinfo.gov/content/pkg/FR-2015-09-24/pdf/2015-24219.pdf,9/24/2015
Medical Devices; Ophthalmic Devices; Classification of the Oral Electronic Vision Aid,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is classifying the oral electronic vision aid into class II (special controls). The special controls that will apply to the device are identified in this order and will be part of the codified language for the oral electronic vision aid's classification. The Agency is classifying the device into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device.,80 FR 57090, 2015-24026,https://www.federalregister.gov/documents/2015/09/22/2015-24026/medical-devices-ophthalmic-devices-classification-of-the-oral-electronic-vision-aid,https://www.govinfo.gov/content/pkg/FR-2015-09-22/pdf/2015-24026.pdf,9/22/2015
"Current Good Manufacturing Practice, Hazard Analysis, and Risk-Based Preventive Controls for Human Food",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is amending our regulation for Current Good Manufacturing Practice In Manufacturing, Packing, or Holding Human Food in two fundamental ways. First, we are modernizing the long-standing current good manufacturing practice requirements. Second, we are adding requirements for domestic and foreign facilities that are subject to our regulation for Registration of Food Facilities to establish and implement hazard analysis and risk- based preventive controls for human food. We also are revising certain definitions in our regulation for Registration of Food Facilities to clarify the scope of the exemption from registration requirements provided for ""farms"" and, in so doing, to clarify which domestic and foreign facilities are subject to the requirements for hazard analysis and risk-based preventive controls for human food. We are taking this action as part of our announced initiative to revisit the current good manufacturing practice requirements since they were last revised in 1986 and to implement new statutory provisions in the FDA Food Safety Modernization Act. The rule is intended to build a food safety system for the future that makes modern, science- and risk-based preventive controls the norm across all sectors of the food system.",80 FR 55908, 2015-21920,https://www.federalregister.gov/documents/2015/09/17/2015-21920/current-good-manufacturing-practice-hazard-analysis-and-risk-based-preventive-controls-for-human,https://www.govinfo.gov/content/pkg/FR-2015-09-17/pdf/2015-21920.pdf,9/17/2015
"Current Good Manufacturing Practice, Hazard Analysis, and Risk-Based Preventive Controls for Food for Animals",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is adding regulations for the Current Good Manufacturing Practice, Hazard Analysis, and Risk-Based Preventive Controls for Food for Animals. These regulations will, for the first time, establish requirements for the current good manufacturing practice (CGMP) for food for animals. In addition, we are adding requirements for certain domestic and foreign animal food facilities to establish and implement hazard analysis and risk-based preventive controls for food for animals. We are taking this action to provide greater assurance that animal food is safe and will not cause illness or injury to humans and animals and to implement new statutory provisions in the FDA Food Safety Modernization Act (FSMA). The rule is intended to build an animal food safety system for the future that makes modern science- and risk-based preventive controls the norm across all sectors of the animal food system.",80 FR 56170, 2015-21921,https://www.federalregister.gov/documents/2015/09/17/2015-21921/current-good-manufacturing-practice-hazard-analysis-and-risk-based-preventive-controls-for-food-for,https://www.govinfo.gov/content/pkg/FR-2015-09-17/pdf/2015-21921.pdf,9/17/2015
Qualitative Risk Assessment of Risk of Activity/Food Combinations for Activities (Outside the Farm Definition) Conducted in a Facility Co-Located on a Farm; Availability,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is announcing the availability of a document entitled ""Qualitative Risk Assessment of Risk of Activity/Food Combinations for Activities (Outside the Farm Definition) Conducted in a Facility Co-Located on a Farm"" (the RA). The purpose of the RA is to provide a science-based risk analysis of those activity/food combinations that would be considered low risk when conducted in a food facility co-located on a farm. We conducted this RA to satisfy requirements of the FDA Food Safety Modernization Act (FSMA) to conduct a science-based risk analysis and to consider the results of that analysis in rulemaking that is required by FSMA.",80 FR 56358, 2015-21922,https://www.federalregister.gov/documents/2015/09/17/2015-21922/qualitative-risk-assessment-of-risk-of-activityfood-combinations-for-activities-outside-the-farm,https://www.govinfo.gov/content/pkg/FR-2015-09-17/pdf/2015-21922.pdf,9/17/2015
Qualitative Risk Assessment of Risk of Activity/Animal Food Combinations for Activities (Outside the Farm Definition) Conducted in a Facility Co-Located on a Farm; Availability,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is announcing the availability of a document entitled ""Qualitative Risk Assessment: Risk of Activity/Animal Food Combinations for Activities (Outside the Farm Definition) Conducted in a Facility Co-Located on a Farm"" (the RA). The purpose of the RA is to provide a science-based risk analysis of those activity/animal food combinations that would be considered low risk when conducted in an animal food facility co-located on a farm. We conducted this RA to satisfy requirements of the FDA Food Safety Modernization Act (FSMA) to conduct a science-based risk analysis and to consider the results of that analysis in rulemaking that is required by FSMA.",80 FR 56360, 2015-21923,https://www.federalregister.gov/documents/2015/09/17/2015-21923/qualitative-risk-assessment-of-risk-of-activityanimal-food-combinations-for-activities-outside-the,https://www.govinfo.gov/content/pkg/FR-2015-09-17/pdf/2015-21923.pdf,9/17/2015
